text,terms,lab_sim
"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.","[('jason narone', None)]",0.29265776
excellent experience.,"[('experience', None)]",0.32351604
i had to share my table with a loud group of kids and the service was rude an unattentive.,"[('service', None)]",0.37789428
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[('garlic', None), ('sauce', None), ('tomatoes', None)]",0.4863396
"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.","[('outdoor seating', None)]",0.40275148
the food is usually good but it certainly isn't a relaxing place to go.,"[('service', None), ('food', None)]",0.6675068
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[('bistro fare', None), ('chilaquiles', None)]",0.61440116
the prices were fantastic.,"[('price', None)]",0.5290014
"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.","[('service', None)]",0.4150072
"it's not mind-blowing, but to me, thai food never is and never will be.","[('thai food', None)]",0.48486164
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[('tables', None)]",0.5169756
i love the fact that the pizza tastes so good and is so cheap.,"[('pizza', None)]",0.60004056
nicky the nose at the bar is a treat.,"[('nicky nose', None)]",0.3835715
i went to ruby foo's after work with a group of 6.,"[(""ruby foo's"", None)]",0.27310744
"service was prompt, friendly and great.","[('service', None)]",0.4893765
the sushi was awful!,"[('sushi', None)]",0.5163496
katz's has been a nyc original for over 100 years.,"[(""katz's"", None)]",0.2905469
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,"[('lexington avenue', None)]",0.5832593
"late nite omelletes are not good here, there is no variety!","[('omelletes', None)]",0.3305052
everything at sala thai is tasty and well-portioned.,"[('sala thai', None)]",0.5744705
"after all that, they complained to me about the small tip.","[('tip', None)]",0.2802591
great find!!!,"[('find', None)]",0.2869997
"whenever you need a sushi fix, mizu will be there with quality fish and great service.","[('mizu', None)]",0.4348883
"our waitress was sweet and accomodating, not overbearing.","[('waitress', None)]",0.43108505
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[('ant', None)]",0.30570477
the website and rating makes this place look wonderful but in reality it was very disappointing.,"[('rating', None), ('website', None)]",0.43335843
"a large is $20, and toppings are about $3 each.","[('toppings', None)]",0.40989012
brick oven gallery is my pick for best pizza restaurant anywhere.,"[('brick oven gallery', None)]",0.54265803
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[('service', None), ('price', None), ('food', None)]",0.6657356
"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.","[('thai food', None)]",0.56033653
"oh, don't even let me start with how expensive the bills were!","[('bills', None)]",0.24747807
the scallion pancakes and fried dumplings were nothing out of the ordinary.,"[('fried dumplings', None), ('scallion pancakes', None)]",0.27457336
service is top notch.,"[('service', None)]",0.49319348
the food now is inconsistent.,"[('food', None)]",0.4643023
chance is a joke.,"[('chance', None)]",0.08069517
the octopus eaters were floored by the octopus salad.,"[('octopus', None)]",0.25636977
we thought that this place is using too much of msg cooking in the foods.,"[('msg cooking', None)]",0.50379187
i was at rao's last wed.,"[('rao', None)]",0.30890855
and the tom kha soup was pathetic.,"[('tom kha soup', None)]",0.3665045
"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[('decor', None)]",0.44953516
service was quick.,"[('service', None)]",0.36438745
drawbacks: service is slow and they don't toast!,"[('service', None), ('toast', None)]",0.45822117
went there for an office lunch.,"[('office lunch', None)]",0.533132
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,"[('heartland brewery', None)]",0.4766897
"everytime i decide to try another place on the ues, i get angry that i didn't just go to zucchero pomodori.","[('zucchero pomodori', None)]",0.30645418
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[('rasa', None), ('lamb chettinad', None), ('garlic naan', None), ('lassi', None)]",0.45458183
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[('lyle', None)]",0.46205154
the best thing i tasted were the lambchops.,"[('lambchops', None)]",0.47088772
the spicy tuna and salmon are the best we've ever had.,"[('salmon', None), ('tuna', None)]",0.53689575
"even though its good seafood, the prices are too high.","[('price', None), ('seafood', None)]",0.60304385
"in addition, the food is very good and the prices are reasonable.","[('price', None), ('food', None)]",0.69802195
"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.","[('steven and frederick', None)]",0.32068148
been going here since it opened have seen the quality value decrease considerably.,"[('quality value', None)]",0.4377744
reasonable prices.,"[('prices', None), ('price', None)]",0.43387762
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[('service', None)]",0.5956073
"try the crunchy tuna, it is to die for.","[('tuna', None)]",0.45462555
"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[('midtown gem', None)]",0.59007263
i've been to joya twice and i will never go again.,"[('joya', None)]",0.35377893
however it is the only taiwanese restaurant in town.,"[('taiwanese restaurant', None)]",0.4442687
be careful of portions - they're huge.,"[('portions', None)]",0.45623225
"the steak tartare is a great bet, they fix it for you at the table.","[('steak tartare', None)]",0.44974205
it is by far my favorite restaurant in brooklyn.,"[('brooklyn', None)]",0.6219728
love pizza 33..,"[('pizza', None)]",0.48681957
"i'm from england, and haru's was the best i had in nyc.","[('haru', None)]",0.49233875
ruby foo's is a tourist trap.,"[(""ruby foo's"", None)]",0.33741805
ciao bella,"[('ciao bella', None)]",0.14268605
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[('dowtown manhathan', None)]",0.38668963
the dim sum servings here are a bit larger than i'm used to.,"[('dim sum servings', None)]",0.39079693
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[('spice rub', None), ('texture', None)]",0.41596365
taj mahal offeres gret value and great food.,"[('taj mahal', None), ('value', None)]",0.45934153
my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience.,"[('artisanal', None)]",0.5986212
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[('molars', None)]",0.40284967
"outstanding bagels, but you get what you pay for.","[('bagels', None)]",0.5258663
i have tried the various slice joints around the village but this is by far the best one.,"[('slice joints', None)]",0.41934463
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[('beef carpaho', None), ('service', None), ('beef', None)]",0.57930714
kalbi and nebbiolo do work together.,"[('nebbiolo', None)]",0.119279526
i will recommend scopa to all of my friends for a place to go for wonderful italian food.,"[('scopa', None)]",0.5212801
keep up the good work guys!,"[('work', None)]",0.17881212
hurley's is terrific!,"[(""hurley's"", None)]",0.38482085
"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[('bartenders', None)]",0.45365596
i really loved the different and inovated touch that's the cheff gives to the food.,"[('touch', None), ('cheff', None)]",0.57507837
they came out over cooked and the cheese was almost non existant.,"[('cheese', None)]",0.38081014
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","[('price range', None), ('wine', None)]",0.64481044
"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","[('svc', None)]",0.59332407
"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.","[('hyde pub', None)]",0.50535417
"the food is good, especially their more basic dishes, and the drinks are delicious.","[('drinks', None), ('food', None)]",0.75453
the food is delicious and beautifully prepared along with the friendly and personable service.,"[('service', None), ('food', None)]",0.6916772
pizza here is consistently good.,"[('pizza', None)]",0.5824471
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[('ar food', None)]",0.5395888
sauce was watery and the food didn't have much flavor.,"[('sauce', None), ('food', None)]",0.4360063
my husband and i enjoy sangria.,"[('sangria', None)]",0.3828103
"but after last night, spice grill is the only place i'm eating indian cuisine.","[('spice grill', None)]",0.56283873
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!","[('lonk', None)]",0.5753548
"in an area sadly lacking in decent thai food, this is one of the best spots.","[('thai', None), ('thai food', None)]",0.56593734
tell them herky sent you and get a free confused look from the waiter.,"[('herky', None)]",0.34877214
the food was average or above including some surprising tasty dishes.,"[('food', None)]",0.663412
other apetizers and food,"[('apetizers', None)]",0.4404133
the noodle and rices dishes taste great.,"[('rices', None), ('noodle', None)]",0.64451545
the food's as good as ever.,"[('food', None)]",0.7211773
"the crust is thin, the ingredients are fresh and the staff is friendly.","[('staff', None), ('crust', None), ('ingredients', None)]",0.472771
the sauces used are also not that exciting.,"[('sauces', None)]",0.46120876
the rice was poor quality and was cooked so badly it was hard.,"[('quality', None), ('rice', None)]",0.4322532
we had champagne and caviar and felt like princesses!,"[('caviar', None)]",0.3673101
the shrimp scampi was excellent and the antipasti were plentiful.,"[('scampi', None)]",0.46479127
i am surprised to say the least and find such practice not worth the effort.,"[('practice', None)]",0.20626354
"i got the $10 10-piece dim sum combo, every bite of which was great.","[('dim sum', None)]",0.373305
there is also very limited seating and there can be a substantial wait in getting food at peak times.,"[('seating', None)]",0.5384338
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!","[('martini', None)]",0.4999227
the prices are wonderfully low.,"[('prices', None)]",0.47156972
"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[('bar food', None)]",0.59694207
this is my first time writing a review for a restaurant because the food and service was excellent.,"[('service', None), ('food', None)]",0.6349463
"while they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[('bagels', None)]",0.37812945
don't waste money on decor.,"[('decor', None)]",0.29511198
they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,"[('back garden', None)]",0.476439
i have never before eaten 40 pieces of relatively good nigiri.,"[('nigiri', None)]",0.38857418
"given the incredible architecture surrounding it, this place has no character.","[('architecture', None)]",0.27750054
my first time here was with my gf for our 12 month anniversary.,"[('gf', None)]",0.2676051
"their eggplant is so delicate, sweet tender!","[('eggplant', None)]",0.44060543
"each bite of food at kai was indeed delicious, fresh, and elegant.","[('kai', None)]",0.55494684
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,"[('quality', None), ('food', None)]",0.74636453
my friend got the mushroom pizza which tasted better.,"[('mushroom pizza', None)]",0.55740654
"it's a shame that a nice, convenient place like the pink pony can be so ruined by lousy service.","[('service', None)]",0.431496
you should pass on the calamari.,"[('calamari', None)]",0.27155215
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[('porcini mushroom pasta', None), ('seafood tagliatelle', None)]",0.46479127
try the spicy wontons and the salt pepper shrimps.,"[('salt pepper shrimps', None)]",0.51652354
the food portions are really large.,"[('food portions', None)]",0.5598037
the fries are yummy.,"[('fries', None)]",0.49486434
"friendly and informative staff, very attentive and prompt raw bar service.","[('service', None), ('bar', None)]",0.47698465
best taiwanese food in ny!,"[('taiwanese food', None)]",0.54380053
"they were dry and disgusting, i didn't even finish my first piece.","[('dry', None)]",0.3716802
and the prices were way to high for what you get.,"[('products', None), ('price', None)]",0.38333035
"but people from sichuan will die for it) - chongqing hot pot, chongqing was the biggest city of sichuan, now became an independent province.","[('chongqing', None)]",0.13829522
"skip baroanda down the street (eurotrashy, snooty and expensive) and check this place out!","[('baroanda', None)]",0.451811
"yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.","[('service', None)]",0.32118025
"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.","[('saturday nights', None)]",0.31214875
anyone who ever dined at a thai restaurant is in for a huge disappointment.,"[('thai restaurant', None)]",0.53229535
"great wine list, reasonably priced.--sara","[('wine list', None), ('price', None)]",0.47232115
the hot dogs were cold in the middle and the buns were stale.,"[('buns', None), ('hot dogs', None)]",0.30321735
"while the food was excellent, it wasn't cheap (though not extremely expensive either).","[('service', None), ('price', None), ('food', None)]",0.6644731
beef noodle soup is good as well.,"[('beef noodle soup', None)]",0.5001152
i was so sad to read the bad reviews this place got!,"[('reviews', None)]",0.41218853
delivery service is great too.,"[('delivery service', None)]",0.4903504
"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.","[('thai cuisine', None)]",0.47508466
i recieved prompt service with a smile.,"[('service', None)]",0.2265877
the prices and ambience are especially great considering it's in the west village.,"[('prices', None), ('price', None), ('ambience', None)]",0.51610404
the soup is pretty good too.,"[('soup', None)]",0.54061115
"if you go to roth's try to be served by mike, he is great!!","[('mike', None)]",0.40987086
"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","[('ambiance', None), ('service', None), ('wait staff', None)]",0.61621255
"i love ess-a-bagel, but i live on the west side, so i often go to murray's for convenience.","[('ess-a-bagel', None)]",0.46069443
i always get the shabu-shabu dinner and the beef is always fresh.,"[('beef', None), ('shabu-shabu dinner', None)]",0.4565026
the pizza was delivered cold and the cheese wasn't even fully melted!,"[('pizza', None), ('cheese', None)]",0.39360183
we were very surprised by how good the food was on our first visit here on a sunday night.,"[('food', None)]",0.68488467
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","[('alain ducasse', None)]",0.5521465
i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am.,"[('bar scene', None), ('pizza place', None)]",0.46748933
the food is amazing!!!!,"[('food', None)]",0.68727595
"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","[('service', None), ('portions', None)]",0.6355602
"for the price, you cannot eat this well in manhattan.","[('eat this well', None), ('price', None)]",0.57473975
the atmosphere is great!!!,"[('atmosphere', None)]",0.37642595
"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","[('service', None), ('arrogant wait-staff', None), ('arrogant service', None)]",0.5712451
"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.","[('sea urchin', None)]",0.5867581
the service is a little scatty at times but all is forgiven when the food arrives.,"[('service', None)]",0.5884501
"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .","[('price', None)]",0.33167893
the pickles were great addition.,"[('pickles', None)]",0.44517574
"if your favorite chinese food is general tao chicken, then this is not your place.","[('tao chicken', None)]",0.4770389
"not only is the cuisine the best around, the service has always been attentive and charming.","[('service', None)]",0.7319688
"filled with suits, though, so you never really feel terribly comfortable.","[('suits', None)]",0.24970813
"the production is a symphony, alot of fun to experience.the food sublime for the most part.","[('symphony', None), ('food', None)]",0.5577697
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.","[('food portions', None), ('waiters', None)]",0.49216828
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,"[('taiwan', None)]",0.5421095
"the restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","[('bar', None)]",0.3276547
"interesting selection, good wines, service fine, fun decor.","[('service', None), ('wines', None), ('selection', None)]",0.61010534
"whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to northern italy with one bite.","[('parmesean porcini souffle', None)]",0.32808623
"that place was awesome,,, sally !","[('sally', None)]",0.37516978
finally a reliable chinese restaurant!,"[('chinese restaurant', None)]",0.59842765
but the thing that my wife and i hated was it was so loud and it felt like 'bar' or 'pub'.,"[('loud', None)]",0.36611938
"while there are plenty of places to go for a good corned beef sandwich, katz's has a charm about it.","[(""katz's"", None)]",0.5632318
priced at upper intermediate range.,"[('price', None), ('intermediate range', None)]",0.30786416
"the fish was adequate, but inexpertly sliced.","[('fish', None), ('inexpertly sliced', None)]",0.48575237
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.","[('service', None)]",0.51354516
the rice to fish ration was also good--they didn't try to overpack the rice.,"[('rice', None), ('fish ration', None)]",0.47441646
the food is great and they have a good selecion of wines at reasonable prices.,"[('selecion of wines', None), ('selecion of food', None), ('price', None)]",0.6469882
eating at ottimo is like eating in chef salvatore esposito's home.,"[('ottimo', None)]",0.52704394
katz's deli is a great ny experience.,"[(""katz's deli"", None)]",0.47146356
"the only positive was the wait staff, which was prompt, knowledgable, and likeable.","[('wait staff', None)]",0.2579302
i couldn't reccommend their godmother pizza any higher.,"[('godmother pizza', None)]",0.46183416
i was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,"[('thai cuisine', None)]",0.6197677
"for the location, the prices are very reasonable.","[('location', None), ('price', None)]",0.4152918
the food is okay and the prices here are mediocre.,"[('price', None), ('food', None)]",0.67862064
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,"[('lime juice concoction', None)]",0.37641358
"we have been to this place many times, and always have great food, wine, and service.","[('wine', None), ('service', None), ('food', None)]",0.68114364
"alain ducasse is the best of everything, i mean everything was excelent.i","[('alain ducasse', None)]",0.16810393
the corned beef was tender and melted in my mouth.,"[('corned beef', None)]",0.35701174
"haru serves very fresh fish, has a trendy, modern ambiance, prime location on park avenue south and friendly service.","[('haru', None)]",0.45175108
warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[('outdoor seating', None)]",0.5363859
we got a little tipsy from the sake but isn't that what saturday nights with the girlfriends are all about?,"[('saturday nights', None)]",0.34505826
"the service is spotty, sometimes really friendly and sometimes barely there.","[('service', None)]",0.48938423
decor is minimalist and clean - nothing to distract or commend.,"[('decor', None)]",0.23109286
"his drinks are very inventive, delicious and classy.","[('classy', None), ('inventive', None), ('delicious', None), ('drinks', None)]",0.43127924
"great food, great prices, great service.","[('service', None), ('price', None), ('food', None)]",0.7163599
awsome pizza especially the margheritta slice.,"[('margheritta slice', None)]",0.59855384
"this place, however, has a lot less pretension than joya and the thai food is still above-average.","[('thai food', None)]",0.4726466
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.","[('eel', None)]",0.34290475
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.","[('mussels', None)]",0.45160398
"the crispy chicken wasn't for us, though.","[('crispy chicken', None)]",0.44556612
food is great.,"[('food', None)]",0.6847504
there is a lot of variety even for people who eat vegetarian like me.,"[('variety', None)]",0.35766628
"i didn't complain, i liked the atmosphere so much.","[('atmosphere', None)]",0.32910192
"the wine is always good, the tapas are always yummy, especially with the warm pita bread.","[('wine', None), ('tapas', None)]",0.5387654
"but when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.","[('price', None), ('waitresses', None)]",0.58614826
"compared to other shabu restaurants around town, this places wins hands-down.","[('shabu', None)]",0.6291814
i've been to several places for dim sum and this has got to be the worst.,"[('dim sum', None)]",0.31457233
"the freshest, best variety, and the fastest delivery.","[('delivery', None), ('variety', None)]",0.5467307
go to volare for 1st class service and terrific food.,"[('service', None), ('food', None)]",0.59522176
"it's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.","[('customer service', None)]",0.4378127
dinner took almost 4 hours without any lag time.,"[('lag time', None)]",0.41475067
"the sandwiches are dry, tasteless and way overpriced.","[('sandwiches', None), ('price', None)]",0.53785574
price no more than a jersey deli but way better.,"[('price', None)]",0.43293974
the fried rice is really good too.,"[('fried rice', None)]",0.6229303
we were well attended to by the enthusiastic staff especially the manager tony gaskin who made excellent suggestions for our menu selections.,"[('tony gaskin', None)]",0.51350975
we went to this restaurant based on prior internet comments.,"[('internet', None)]",0.5339172
"a very inviting restaurant, with friendly service.","[('service', None), ('restaurant', None)]",0.6409356
"the back garden sitting area is very pleasant, where you can see their personal herb garden.","[('back garden sitting area', None)]",0.41174045
the drinks are always welll made and wine selection is fairly priced.,"[('wine selection', None), ('price', None), ('drinks', None)]",0.5005593
the ceiling is amazing!,"[('ceiling', None)]",0.32167497
my wife and i were in nyc celebrating our 30th anniversary.,"[('nyc', None)]",0.33168098
"the space is a bit too small for live music, so on jazz nights, it can be loud and cramped.","[('space', None), ('live music', None)]",0.26499388
food was average but tasty.,"[('average', None), ('food', None)]",0.6093336
we come from new jersey to eat at kinoko.,"[('kinoko', None)]",0.456533
the staff was the friendliest that have seen in new york.,"[('staff', None)]",0.42526433
"with the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","[('lemon salad', None), ('food', None)]",0.5779331
"the pad thai, lad nar and various other dishes all look good on paper but, i've had better thai food in less asthetically pleasing places.","[('thai', None)]",0.48071823
delicious food at a great price but do not go here on a cold day and sit by the front door.,"[('price', None), ('food', None)]",0.67318845
"my picks: guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).","[('guizhou chicken', None), ('guangxi', None)]",0.54187244
"overall, i'm still impressed that the place even exists and the prices are quite decent but then again, its chinatown.","[('place', None), ('price', None)]",0.5516329
"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[('open kitchen', None)]",0.5725749
pizza was a little soggy.,"[('pizza', None)]",0.48016945
"the food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.","[('scrumptious bombay style chaats', None), ('samos', None)]",0.4242052
the singapore mai fun had no curry flavor whatsoever.,"[('singapore mai fun', None)]",0.35527942
the only problem is that the manager is a complete incompetent.,"[('manager', None)]",0.1262763
the wine list is interesting and has many good values.,"[('wine list', None), ('value', None)]",0.46299335
murray won't do it.,"[('murray', None)]",0.022391254
definite go if you're used to good indian restaurant food from abroad.,"[('indian restaurant food', None)]",0.6025543
"by far, the best pizza in manhattan.","[('manhattan', None)]",0.6220169
"decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.","[('service', None)]",0.64243877
"most people eat there seem to be typical upper east side snobs, so be aware.","[('snobs', None)]",0.46401197
"no more reservations, expensive tips and annoying stuff.","[('tips', None)]",0.45458058
try the sea bass.,"[('sea bass', None)]",0.29407322
$20 gets you unlimited sushi of a very high quality- i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to.,"[('quality', None), ('sushi', None)]",0.5138787
sushi wasn't anything spectacular for the price.,"[('price', None), ('sushi', None)]",0.48369053
"so, for good food i'd recommend it, but not for a fun night out.","[('good food', None)]",0.6617602
a must for all the dosa lovers.,"[('dosa', None)]",0.35963577
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[('portions', None)]",0.38997808
the appetizers are just ok and the main courses were decidedly subpar.,"[('main courses', None)]",0.53381664
the exotic food is beautifully presented and is a delight in delicious combinations.,"[('exotic food', None), ('presented', None)]",0.58589005
the staff is very attentive and we can almost always get a table.,"[('staff', None)]",0.42173222
"try the mediterranean salad, it is a true experience for your taste buds!!","[('mediterranean salad', None)]",0.47612724
this quaint and romantic trattoria is at the top of my manhattan restaurant list.,"[('manhattan', None)]",0.54738724
i've been there three times and have always had wonderful experiences.,"[('experiences', None)]",0.5128489
people are always friendly.,"[('people', None)]",0.31618157
the cream cheeses are out of this world and i love that coffee!!,"[('cream cheeses', None)]",0.44535607
service was prompt and courteous.,"[('service', None)]",0.37924588
it was not above ordinary and the beef version had cheap (undercooked) beef.,"[('beef version', None)]",0.46342596
"chance is a small cozy restaurant, with a romantic feel to it, the decor is great.","[('decor', None), ('restaurant', None)]",0.48491663
"only wine and beer are served, but the house varities are actually quite good.","[('house varities', None)]",0.5512535
"oh, and the complimentary pudding dessert was just enough- yummy!","[('pudding dessert', None)]",0.49469435
we split a tasty vegetable samosa and the malai tikka wrap.,"[('malai tikka wrap', None)]",0.36941892
knowledge of the chef and the waitress are below average.,"[('waitress', None)]",0.4272925
decent wine selection too.,"[('wine selection', None)]",0.5188769
mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"[('panchetta', None), ('goat cheese', None)]",0.4724475
"disappointing food, lousy service.","[('service', None), ('food', None)]",0.62703305
"if you want a casual neighborhood bistro that has great food and excellent service, this is the place.","[('service', None), ('food', None)]",0.6302132
but this place is a well-oiled machine so they know what they're doing.,"[('machine', None)]",0.34893924
"over price, and small portions .","[('portions', None), ('price', None)]",0.5656104
"meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.","[('turnip soup', None), ('bartender', None)]",0.32054207
the food was well prepared and the service impecable.,"[('service', None), ('food', None)]",0.5731741
"but their best dish is thh thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.","[('thai spiced curry noodles', None)]",0.51035416
"good, dark atmosphere and the music is a nice touch.","[('music', None), ('atmosphere', None)]",0.39514896
"my husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.","[('portions', None), ('main course', None)]",0.4457588
but the thai is definitely not great -- bland and indistinguished.,"[('thai', None)]",0.4013806
this thai restaurant is a couple blocks away from sripraphai (another delicious thai restaurant).,"[('thai restaurant', None)]",0.44024906
authentic shanghai style and i cannot recommend a better shanghai place in new york.,"[('shanghai style', None)]",0.46028486
our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"[('fromager', None), ('sommelier', None)]",0.61408967
perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because i have never had anything but a perfect experience at yasuda.,"[('yasuda', None)]",0.2518467
"that said, i thought scalini fedeli was one of the best dining experiences i've ever had.","[('scalini fedeli', None)]",0.5961569
"because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.","[('secluded', None), ('weather', None)]",0.43915808
stuffing yourself with japanese food is a rare thing.,"[('japanese food', None)]",0.4571003
while the food was good (certainly no il mulino) the service was horrendous.,"[('service', None)]",0.58640325
it is expensive but well worth the money.,"[('price', None), ('money', None)]",0.33351034
service is not what one would expect from a joint in this price category.,"[('service', None)]",0.3719567
there are many thai places in the city but so far toons is #1.,"[('thai places', None)]",0.33717832
great pizza for lunch place.,"[('pizza', None)]",0.65983725
the food was very expensive (we spent $160 for lunch for two) but extremely tasty.,"[('price', None), ('food', None)]",0.67170787
"i love their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.","[('sesame chicken', None)]",0.48427758
best dish is nori-wrapped tuna.,"[('tuna', None)]",0.53530747
the food was absolutely amazing!!,"[('food', None)]",0.67306346
some servers make you feel like they are doing you a favor to bring you the food.,"[('servers', None)]",0.517123
"an excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.","[('fast food joints', None)]",0.73631966
mermaid inn is an overall good restaurant with really good seafood.,"[('mermaid inn', None)]",0.5480585
the staff is also attentive and friendly.,"[('staff', None)]",0.44317967
"this is definitely a place that provides the best experience, though, to both a-listers and people walking in off the street.","[('a-listers', None), ('experience', None)]",0.5973557
all of the pizzas are terrific and the price is even better!,"[('pizzas', None), ('price', None)]",0.6148607
the food was good too.,"[('food', None)]",0.6920429
"we have tried every thai restaurant between atlantic avenue and 4th streets, and joya is the best.","[('thai restaurant', None)]",0.5784995
i am a die hard peep lover.,"[('peep', None)]",0.19038542
the white bean brushetta to start was incredible and the pasta was phenomenal.,"[('white bean brushetta', None)]",0.47127748
"great food, great lay out and awesome service.","[('lay out', None), ('service', None), ('food', None)]",0.7009978
sea has become so popular that they've let it go to their heads.,"[('sea', None)]",0.1945599
chennai garden is my favorite indian restaurant in the city.,"[('chennai garden', None)]",0.53122854
"the wait staff is very freindly, they make it feel like you're eating in a freindly little european town.","[('wait staff', None)]",0.4923885
"the waitstaff are all very busy, it's not outstanding service, but i've never been dealt with rudely.","[('service', None), ('waitstaff', None)]",0.29144388
"they have it all -- great price, food, and service.","[('service', None), ('price', None), ('food', None)]",0.6081369
this was on a tuesday night.,"[('tuesday night', None)]",0.23245867
