text,terms,lab_sim
it is a lot of fun with live entertainment and all kinds of disney type special effects.,[],0.23738436
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).",[],0.41161063
"no refills on fountain drinks, though.",[],0.18534437
wow over 100 beers to choose from.,[],0.38851634
my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,[],0.52527255
great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,[],0.6075501
did i mention the wine?,[],0.35415557
"plus, on wednesday nights the house wine is unlimited!",[],0.4428616
now it's so crowded and loud you can't even talk to the person next to you.,[],0.25806063
even my indian friend couldn't believe how good and tasty everything was.,[],0.5241833
less = more in their case.,[],0.0814996
i've been here a couple of times and have not been impressed.,[],0.46790168
i've been many time and have never been disappointed.,[],0.36384335
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.",[],0.24242881
we won't go to this place again for a good meal.,[],0.61317736
it's a much more grown up restaurant compared to the rest of the street.,[],0.561551
we were treated with attitude ever since the moment we stepped into the restaurant!,[],0.52019215
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.",[],0.37921092
has the chef and owner changed???,[],0.3978586
i absolutely loved this place.,[],0.5152371
i wish i lived there as i would eat at this place as often as possible!,[],0.5127135
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",[],0.50591856
"if you're in town, it's worth searching for another place.",[],0.35753253
"i found it on a cold night, the perfect spot to warm up.",[],0.27392504
they even have a section in the menu called american chinese food!,[],0.5325033
"best italian food i ever had (and being italian, that means alot).",[],0.5556841
located at the end of a magnificent block.,[],0.2806936
"this restaurant is not worth the time, effort, or money to say the least.",[],0.60751563
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",[],0.55538046
they don't walk around with the trays of dim sum.,[],0.20666349
took my sister here before attending a show one evening.,[],0.35329926
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,[],0.5552589
really.,[],0.22971508
our friends have not arrived yet.,[],0.2980127
never once did i leave feeling unwelcome or impressed.,[],0.26115486
but the main hit was the whole grilled fish.,[],0.3184497
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",[],0.51612777
on a hot day it was fabulous to stop in and enjoy lunch.,[],0.53328794
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,[],0.41449308
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",[],0.42068776
wouldn't recomend it for dinner!,[],0.5907867
we both opted for a pasta dish and they were served timely and fresh.,[],0.60696745
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",[],0.4538442
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,[],0.30357984
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,[],0.43833888
your friends will thank you for introducing them to this gem!,[],0.2524838
also a little more expensive than your average bagel place.,[],0.5052555
"the food was undercooked-the sauce watery, and the vegetables raw.",[],0.43859667
and the fried clams had just enough kick to them to make 'em worth eating.,[],0.43165734
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,[],0.4593237
i absolutely love this place!!!,[],0.43641287
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",[],0.3284006
there are other vietnamese restaurants in the chinatown area and you can forget about those.,[],0.4683787
no thanks!!!,[],0.08089781
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",[],0.24692155
i would definently recommend this restaurant.,[],0.741036
if you like spicy food get the chicken vindaloo.,[],0.47676295
i love this place!,[],0.43538284
i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,[],0.6433278
"a big disappointment, all around.",[],0.26992998
and its absolutely delicious.,[],0.54714096
no free drink.,[],0.2768595
i would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,[],0.45609555
definitely highly not recommended.,[],0.3496917
i had a huge group for my birthday and we were well taken care of.,[],0.33399633
the two star chefs left quite some time ago to open their own place.,[],0.34278846
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",[],0.53585464
i'd call it an 'italian dinner'.,[],0.4098855
"while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",[],0.48734492
i have walked by this place for eons and finally went thanks to a girls' night.,[],0.3918425
have frequented 'ino for several years and the food remains excellent.,[],0.6315881
i pray it stays open forever.,[],0.22470385
"if you want to save some money, don't go here.",[],0.27412927
"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",[],0.50260395
this is the first time citysearch did't call it right.,[],0.15518117
i have eaten at many pizza places around nyc and this is hands down the worst.,[],0.583976
this place is a great stop for great food.,[],0.7198752
all the pastas are fantastic and the homemade lasagna is some of the best that i have had in the city.,[],0.5957347
what for?,[],0.18269476
fantastic!,[],0.29712686
highly recommended for a first date.,[],0.44601282
"we laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, i feel.",[],0.44214144
skip this location and go to the one in soho.,[],0.34969693
the staff ignored my friends and i the entire time we were there.,[],0.3090243
"i went to areo on a sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",[],0.4580963
"i need at least three rolls to be full, and that's at least $14.00!",[],0.21794164
"all of it was simply amazing, unique and tasty and best of all it didn't break the bank.",[],0.57364595
they pray to their food gods to make them into a good pizza like vt's.,[],0.4612503
the place was quiet and delightful.,[],0.5041299
molto bene!,[],0.16096237
.the best i've found outside of the chinatown masters.,[],0.45363447
they are amazing!,[],0.3837789
avoid this place!,[],0.35719922
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,[],0.46161544
a must try!,[],0.37003583
"as much as i like the food there, i can't bring myself to go back.",[],0.62365144
it looked like shredded cheese partly done - still in strips.,[],0.29534855
it is so easy to get a reservation at a top place in nyc with a week's notice.,[],0.43152818
i have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,[],0.43277818
"based on a visit a month ago, i returned the week before christmas and was hugely disappointed.",[],0.42494154
went here on a friend's reccomendation.,[],0.33672988
"nha trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",[],0.4370784
we will definitely go back.,[],0.17363346
is just the way it was in days gone by.,[],0.21535142
"if i could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in nyc.",[],0.60176766
"having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",[],0.6624427
"the owner is very friendly and a great guy, go try his pizza, you'll like it!",[],0.57098895
"it can be a very fun experience with a group, and kids (6 and over) would love it.",[],0.31929126
"the bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",[],0.5413048
and evaluated on those terms pastis is simply wonderful.,[],0.24284185
you must try the shrimp appetizers.,[],0.5553398
"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",[],0.5453395
"it's like you are transported to the italian countryside, very romantic and filled with antiques.",[],0.38034835
just go and see for yourself.,[],0.14116731
i hate this.,[],0.21648957
any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,[],0.41223118
the food at this place is 'gourmet' indian cuisine.,[],0.50423765
get over it!,[],0.11958081
"however, it just so happens that there's an even more amazing place just down the street.",[],0.37013733
"however, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked perrrrrrrrrfect.",[],0.49462837
i recommend ordering in on a weeknight.,[],0.44562498
"if you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",[],0.5091663
try the olive cream cheese or the lox spread on a whole wheat everything bagel.,[],0.33605835
"while it's not nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",[],0.31783178
so my husband made up an excuse so we can leave.,[],0.1938627
it's very spicy but not offensive.,[],0.37984076
i don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,[],0.23521014
they used shredded cheese on top!,[],0.42873862
they are located in the middle of chinatown!,[],0.33945712
check it out.,[],0.26198295
"i am not a vegetarian but, almost all the dishes were great.",[],0.5656987
i would go again if i didn't have to pay.,[],0.2956743
my friend's food was also the complete opposite of what it's supposed to taste like (and look like).,[],0.4625699
i would like to return and try some of the other menu items when i don't have to rush off to a show.,[],0.25709242
"hopefully next time, i will save room for dessert.",[],0.41079992
"not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",[],0.42874178
go here.,[],0.25944304
"the best chicken pad tai, i've ever had.",[],0.43190733
we weren't even at our table for more than an hour total.,[],0.23392408
$20 for all you can eat sushi cannot be beaten.,[],0.39701274
it has been my first choice ever since i discovered it .,[],0.3206892
over 100 different choices to create your own.,[],0.17797916
"very romantic fires - i've literally spent hours at lanterna, drinking wine from their extensive wine and enjoying the ambience.",[],0.42755428
"i almost wanted to write a bad review, so no one would ever go here and i could have all the dumplings to myself!",[],0.3586224
"after reading the posts, i was always skeptical to go to the minnow, despite living in park slope.",[],0.37502614
i loved it and will be back soon.,[],0.25671044
"always a nice crowd, but never loud.",[],0.3438064
"my turkey burger was not cooked at all, my friends salmon was completely raw.",[],0.3899421
this isn't your corner chinese food takeout.,[],0.47625855
"my husband and i ate here after reading reviews here as well as hobokeni.com,",[],0.5524663
"try ordering from the regular menu, then you would not regret!",[],0.38662174
"told us to sit anywhere, and when we sat he said the table was reserved.",[],0.2497968
just awsome.,[],0.31768522
i recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,[],0.56414574
this place is incredibly tiny.,[],0.38019443
"i will definetely go back again and again, that's for sure!!!",[],0.1410172
this is one of our all-time favorite.,[],0.29967567
in reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,[],0.4031896
this place is amazingly bad.,[],0.48416197
i love this place.,[],0.45006686
the people in the restaurant were pretty obnoxious and loud.,[],0.48921457
the problem is just that-it is a sometimes kind of affair.,[],0.12637414
made my dining experience uncomfortable.,[],0.582566
it's a steal!,[],0.27015132
"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",[],0.38714615
i was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,[],0.40279445
what's the difference between the two?,[],0.043984726
will go back but only sate those homesick stomach cravings!,[],0.32358015
"good french restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at katz' deli, or mexican food which is supplied by capable restaurants.",[],0.5246319
i was very disappointed with this restaurant.,[],0.6482589
we also had shared a house salad that was fresh.,[],0.5208905
i'm glad i was introduced to this place and this is a rare gem in ny.,[],0.43721157
and at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,[],0.38865212
not a small feat for good french food in the area.,[],0.5120678
big wong gets big ups for a fine establishment.,[],0.30015782
will never be back.,[],0.1695627
"the entree was bland and small, dessert was not inspired.",[],0.43541986
i highly recommend it.,[],0.38083467
oh and it's too tiny for families with strollers.,[],0.2713214
my six year old loved it.,[],0.2628909
i'm still mad that i had to pay for lousy food.,[],0.49813032
this restaurant used to be our regular thursday night dinner location.,[],0.59561765
"thr at moshphere is compact, modern, yet cozy.",[],0.38827652
the waiter actually poured water on my hand and walked away.,[],0.2653813
"the food is mostly made from scratch, fresh and well prepared.",[],0.5443123
"worse of all, $60 was erroneously added to our $80 bill.",[],0.16366434
too cold to enjoy.,[],0.39985994
i brought some buddies from ca and they loved it.,[],0.47594455
"inside is a little cramped, but to be expected.",[],0.31274587
"during our meal, the management came over and checked on us and even bought us a round of drinks.",[],0.5096769
"but they don't have a toaster, which is strange.",[],0.36756486
the menu choices are similar but the taste lacked more flavor than it looked.,[],0.52793515
someone else recommended the dessert - we also left that.,[],0.52367246
"if you are a vegetarian, this really isn't a good place to go.",[],0.4667349
i'm sure i'll return for a final judgement tho.,[],0.13001584
"of course, it is crowded but who cares.",[],0.23123825
"from the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",[],0.48558116
hmmm.,[],0.18727286
"it was nice and fresh, but i can't give it high scores on being authentic thai.",[],0.50253564
"overall, worht every penny.",[],0.35457528
"when i called this morning, i didn't think i would be able to get in at 12, but i was able to get in, along with four other guests.",[],0.22409035
"got club soda, filled with ice, no lime.",[],0.38235384
this place must have cost the owners afortune to build.,[],0.2664572
my mouth starts to water merely thinking about the delight that is this restaurant.,[],0.55528206
i haven't been to the other locations.,[],0.42521328
people dress in suits or evening gowns as well as shirts jeans.,[],0.094514854
we were walking around the village and went into this place just for some drinks.,[],0.46577063
go with a group of friends and you will have a great time.,[],0.25509676
"it saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",[],0.44778582
i have to say i have never had a disapointing meal here.,[],0.5875944
it's one of our favorite places to eat in ny.,[],0.5696128
"the place does get crowded, so i recommend going between 4-5 pm.",[],0.3526129
"i'm from sichuan, this is the restaurant i recommend going.",[],0.5428273
this lovely french-asian fusion restaurant stands out amongst other great restaurants on smith street.,[],0.47775477
great place to go for a drink too because they have 100 kinds of beer.,[],0.50645566
but i'd go back,[],0.13698083
stepped on my foot on the second time he reached over me to adjust lighting.,[],0.15253575
"great for groups, great for a date, great for early brunch or a nightcap.",[],0.50150555
everything about this restaurant was special.,[],0.6881728
i try my best to give an accurate description of any establishment visited.,[],0.43853003
our family never expected such incredible entertainment in a restaurant.,[],0.46262226
i would recommend reservations on weekends though.,[],0.44775417
i don't think i would go again.,[],0.23818588
we were a group of 8 and well seved.,[],0.21068019
and that's no mean feat...,[],0.101136945
i often go there to eat with my family.,[],0.6181022
i wish they would change back to what it was before.,[],0.14161228
"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.",[],0.41930312
no pizza 33 for me!,[],0.42400095
"i'm no food critic, but i'd like to think i have a tiny bit of experience under my belt having lived in ny for the last 11 years.",[],0.57459825
i noted it was crossed off on the bill.,[],0.12425006
"needless to say, i'm never going back and you should be wary too.",[],0.2312855
i work around the corner and tried it with a colleague for the first time.,[],0.17074455
i went here with my boyfriend and another couple.,[],0.40045294
the all you can eat deal is truly amazing here.,[],0.6461491
"that is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",[],0.5872134
they were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,[],0.5497469
first it took us a long time to find the place.,[],0.32252645
"it is about food and ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",[],0.39427236
"immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",[],0.31698352
the dining room is quietly elegant with no music to shout over -- how refreshing!,[],0.4870569
"admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in new york or anywhere in the us.",[],0.5222026
"once you become a regular, you are treated as one.",[],0.118675835
the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,[],0.6459303
everyone treats you like you were part of the family.,[],0.2100139
the rest of the menu is limited by everything is good eats.,[],0.567784
the menu is nothing like the one on the website.,[],0.21619132
ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,[],0.38536617
we walked in on a wednesday night and were seated promptly.,[],0.2593376
oh yeah ever on the west side try there sister resturant arties cafe.,[],0.46181244
(besides that there should be more restaurants like it around the city).,[],0.60589606
my roommate and i love this place.,[],0.47482428
i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan.,[],0.5792803
not worth it.,[],0.21926354
"in the evening, this place attracted a well dressed, with it, ny crowd.",[],0.3531109
"so close, but not good enough.",[],0.25723508
its also a bit of a hassle to get to without a car (i happen to live in inwood).,[],0.3127609
the food has been consistant for years and it never lets you down.,[],0.48397595
"don't waste your time, or money!!",[],0.18476154
"they don't concern much of customer's health, just want to make money.",[],0.30624384
"we couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",[],0.40153173
this was a great surprise.,[],0.31322816
"after complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",[],0.48327982
it was wonderful.,[],0.42061
went for a late weekday lunch.,[],0.47063226
"although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",[],0.3581663
you can barely see who you are with never mind have a conversation.,[],0.089027695
i don't get it either.,[],0.08915739
went on a double date with friend and his girlfriend for a few drinks and appetizers.,[],0.33288777
great place to grab a hot bagel on the way to work.,[],0.51685554
"it's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",[],0.4778367
"they brought glasses and the bottle, and just left the bottle at our table.",[],0.30832466
i would highly recommand requesting a table by the window.,[],0.19681641
i for one will never patronize them again.,[],0.2585174
i stumbled upon this great pizzeria as i explored my new neighborhood.,[],0.6228245
"after hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",[],0.6585231
"so, again, give it a try.",[],0.23306729
stay far away from this place.,[],0.2790548
we will come back!!!,[],0.13842441
we've been to grocery three times and not once has an item on the menu disappointed.,[],0.48990542
we'd go back again,[],0.13786504
this food is asian-air fusion.,[],0.3841575
"while i quite liked the food and the ambience, i'm not quite sure if it they really deserve it the michelin rating they have displayed so prooudly in the window.",[],0.5309943
there are a few italian employees who may not speak the best english but for me that adds to the experience.,[],0.31958097
"i have never eaten in the restaurant, however, upon reading the reviews i got take out last week.",[],0.59398884
once for dinner and once for brunch.,[],0.39913777
would recommend - perfect for those looking for a place close to grand central.,[],0.3630864
i only have friends.,[],0.18241194
the restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,[],0.5421936
"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",[],0.54855114
please save yourself the frustration.,[],0.10917588
and i say snacking because it really is not set up to be a proper dinner.,[],0.40685466
"i have eaten at saul, many times, the food is always consistently, outrageously good.",[],0.6039814
"if your visiting, you'll enjoy the ambiance and the fact that it's in time sq...",[],0.4355384
"we were on our way back to nj, and since i am in ny, we figured why not grab some food?",[],0.5010732
and comparing it to the chinatown restaurants is simply not fair.,[],0.5124329
every course was better than the next.,[],0.27562597
"not cheap, but not that expensive either.",[],0.26426747
"apparently, the good cook works then.",[],0.5130481
i was pleasantly suprised.,[],0.38151318
everyone is welcomed in as family.,[],0.28749636
"the menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",[],0.44218484
"spice is sleek, modern and cool with a menu that will not hurt your wallet.",[],0.41730276
patroon features a nice cigar bar and has great staff.,[],0.44085786
"hey, i think $2+ for a 5 block walk ain't bad.",[],0.24101324
look elsewhere.,[],0.14733328
everyone i bring here always loves it.,[],0.42873186
worth a visit.,[],0.46147645
a real dissapointment.,[],0.27220264
its a go-to for dates as well as entertaining out of town guests.,[],0.49270838
why do people rave about the ambience.,[],0.27932695
they charge $6.00 for rice.,[],0.41712946
the owner and staff are all japanese as well and that adds to the entire ambiance.,[],0.27068076
"try the congee and the donut like deep fried dough they call ow ley soh, a delicious and sweet tasting bread.",[],0.39145878
"from the spectacular caviar to the hospitable waitstaff, i felt like royalty and enjoyed every second of it.",[],0.41388962
i will be going back and heartily recommend it!,[],0.37280536
would definitely visit again.,[],0.34713873
"perhaps this food is considered extreme to an upper east side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",[],0.50922453
the place was real empty but that was because this was the first sunday they ever opened.,[],0.3878502
this little place definitely exceeded my expectations and you sure get a lot of food for your money.,[],0.63915676
you get the sense that the people there care about their restaurant and about your experience and that is very nice.,[],0.6604844
so i thought why not change it up a bit.,[],0.20435515
"the staff was accomodating, the food was absolutely delicious and the place is lovely.",[],0.7005886
p.s. please don't tell anyone in my family i eat there.,[],0.5398235
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,[],0.3596893
"to celebrate a birthday, three of us went to mare anticipating great food.",[],0.3820323
there was a great deal for 6 blue point oysters and a beer or glass of wine for $8!,[],0.5598768
"i went to pams with my girlfriend, and i love it.",[],0.41800183
great atmoshere and worth every bit.,[],0.38970095
we had a most unpleasant experience at this restaurant.,[],0.6045262
"only complaint would be that at an average cost of $12-$15 per meal, i'd like not to have to worry about finding a seat!",[],0.5592706
i went there with my friend last saturday.,[],0.45041648
a cool place to hang with your friends for a couple of healthy drinks and desserts.,[],0.5581065
just an odd group.,[],0.17615381
"either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",[],0.23730867
i love this place!,[],0.43538284
it is not consistent.,[],0.11546155
"be sure to try the seasonal, and always delicious, specials.",[],0.6091059
"fresh, authentic, french cuisine in substantial portions.",[],0.58028334
"drinks got screwed up, she acted put upon.",[],0.19659135
the one vegetarian entree (abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,[],0.45064515
"at 5 dumplings for $1, you just cannot go wrong.",[],0.36180165
"and the staff is also young, energeic and hot!!!!",[],0.3529209
"even better, they know how to cook french classics like steak au poivre and onglet without burning it to death or overcooking it.",[],0.42361844
we had a wonderful meal at naples 45 a month ago on a visit to nyc.,[],0.647009
good drink.,[],0.3163385
was there friday night.,[],0.34128866
we had a girls' night dinner here for restaurant week.,[],0.53660846
romantic if you want it to be (brightly lit).,[],0.24517119
"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",[],0.20440324
i recommend it!,[],0.38856453
i have taken practically every guest that has come to visit me in ny and hooked a few new yorkers onto peep as well.,[],0.32237697
enough said!,[],0.2591763
i don't live in ny but my best friend does.,[],0.19743821
"we did notice however, that some tables had what looked like pita instead of naan.",[],0.2254972
after the review i treked into brooklyn.,[],0.36677304
we were pleasantly greeted.,[],0.3720362
when we were finally seated our waitress came by twice-1 for our order and 2-for our check.,[],0.39556533
"yeah, it's that good.",[],0.3443095
"if you love seafood, you would love this place!",[],0.542735
they charge different prices all the time.,[],0.23495904
"my friends and i experienced amazing cheese and a delicious, new summer menu at artisanal last night.",[],0.58851457
"i am so coming back here again, as much as i can.",[],0.21285701
i have been going back again and again.,[],0.21433811
"it's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",[],0.39962587
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine.,[],0.50757664
"in terms of the food itself -- nothing special, we limited ourselves to several appetizers.",[],0.57304436
"overall, excellent restaurant!",[],0.67813975
"to begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",[],0.30325782
the servers give you some sample slices of your order while you wait (shortly i might add).,[],0.3298519
i ate here for the first time and absolutely loved it!,[],0.6197248
"don't expect to sit down inside though, there are only a few tables and they are always full.",[],0.31168237
the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,[],0.12499458
this is by far my favorite place in the neighborhood.,[],0.41373986
but too far east!,[],0.24385835
satisfying.,[],0.3228612
highly highly highly recommended!,[],0.28974062
we were fast to order the appetizer platter since we were very hungry.,[],0.5688702
"no dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy midtown.",[],0.4482798
even the pasta is delicious here (a rarity in new york pizza restaurants).,[],0.60935044
after my 3rd time the manager remembered me and treated me like an usual customer.,[],0.33170834
this place is greatly welcome in the desolate little strip between the prospect expressway and greenwood cemetery - a wasteland we like to call the sliv.,[],0.27054125
now if they could only get a toaster.,[],0.37238622
you will find yourself returning quite often.,[],0.23765892
"the ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at joe's.",[],0.47523758
go only if you are already in the neighborhood and don't want to bother going farther for a better place.,[],0.19161752
"this was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",[],0.53439784
it appears to be the owner's first venture and it shows.,[],0.1574987
i go twice a month!,[],0.30818585
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,[],0.52352214
they have a huge selection of different cream cheeses and all of their salads are great.,[],0.589181
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",[],0.47805372
a million better places to go in the city.,[],0.37935016
"if celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",[],0.13827707
i love it.,[],0.28535038
"we had reservations at 9pm, but was not seated until 10:15pm.",[],0.29882506
its located in greenewich village.,[],0.21719274
three strikes and this restaurant is out.,[],0.4649784
we bring in a party of ten or so every week.,[],0.26655892
"so, a little inconsistency there but either way, both pizzas were really good.",[],0.49467218
"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",[],0.66518104
we would return to this place again!,[],0.35168043
not enough wines by the glass either.,[],0.3691449
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,[],0.4862031
"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",[],0.39493412
"we were worried we would have trouble getting in, but somehow managed to have a short wait.",[],0.23241124
"everything i had was good, and i'm a eater.",[],0.4883308
one should not go to lucky strike for the food.,[],0.45179808
we could only get through an appetizer and cheese fondue.,[],0.4660247
"to me it exemplifies soho, cute, artsy, interesting.",[],0.33065265
"try everything for that matter, it is all good.",[],0.24604507
both times we waited well over a half hour for a table (even though we had reservations).,[],0.4101963
happy to be a regular at this place and would warmly recommend it to anyone.,[],0.52304757
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",[],0.47349322
i highly recommend to anyone to give this place a try.,[],0.4528683
i highly recommend visiting this restaurant and having dinner and drinks!,[],0.6898583
i agree.,[],0.2836225
"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).",[],0.3607172
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",[],0.2132282
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,[],0.54193336
i love to visit murrays for my bagel fix.,[],0.40747246
"we made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school italian scenery with lots of fun stuff to admire.",[],0.6492154
recommended.,[],0.31688425
the place was nice and calm.,[],0.48628685
i could have drank 4 glasses of water and still been parched - so watch out.,[],0.25675365
i think locals rate this place so high.,[],0.49575418
but they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,[],0.59885776
go girls!!!,[],0.18738863
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",[],0.42173493
old school meets new world.,[],0.19241221
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded.,[],0.38900262
this is probably one of my new favorite places.,[],0.45689565
"for being number 1, this place has alot of work to do in order to truly earn its so called reputation.",[],0.28387758
"for myself and family we would only go here to celebrate an occassion, i do prefer smaller, quiter restaurants.",[],0.5769145
the one on the east side is much better than the one on the west side.,[],0.29094326
they all know you.,[],0.15523526
"my gf and i still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",[],0.66223735
this restaurant is such a great place.,[],0.72246754
i've been several times and am totally smitten.,[],0.1690342
i love the place.,[],0.4705639
will have to return to try the chocolate!,[],0.36939976
"it's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",[],0.3829069
there is a real gallery of stars that have visited.,[],0.1984398
i really enjoyed the shows put on by the actors.,[],0.27717504
our first time in new york and we had to try a new york bagel.,[],0.49371403
this one is definintely my least favorite.,[],0.27378073
"everytime my husband and i go there, we are never disappointed.",[],0.48390287
we were not disappointed.,[],0.29310796
i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food.,[],0.5082307
