text,labs,lab_sim
"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",[],0.5148336
and they provided a delicious dessert on the house!,[],0.51475537
i absolutely loved this place.,[],0.5147444
it's great to go for a quick lunch either alone or with a friend.,[],0.51428866
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,[],0.5139766
"similar to other indian restaurants, they use the dinner special to attract customers at the door.",[],0.5139025
great place to grab a hot bagel on the way to work.,[],0.51380926
i had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,[],0.5135855
the waitress suggested glasses of wine that went very well with the food.,[],0.513483
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",[],0.5133428
the food was bland oily.,[],0.51280475
everything a ny pizza joint should be.,[],0.5127893
"i recommend their pad see ew, pork chops or tofu plates.",[],0.512706
we were treated with attitude ever since the moment we stepped into the restaurant!,[],0.5126701
the meat dishes were only so-so.,[],0.5126617
i've been there three times and have always had wonderful experiences.,[],0.51234347
we always go there on the weekends and leave extremely full and satisfied.,[],0.51200944
one of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,[],0.5104524
"stick with the chicken, beef, and lamb dishes.",[],0.5099469
i will recommend scopa to all of my friends for a place to go for wonderful italian food.,[],0.50979143
we also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,[],0.5097247
we had a girls' night dinner here for restaurant week.,[],0.5095695
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,[],0.50956
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",[],0.50943923
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,[],0.50903344
"if we were to move from the upper east side, we would genuinely miss this restaurant.",[],0.50903213
"my picks: guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",[],0.509022
for dinner i had the chicken tikka-masala and some garlic naan.,[],0.50895214
also a little more expensive than your average bagel place.,[],0.5089346
i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food.,[],0.5087536
the place was quiet and delightful.,[],0.50861645
we went to this restaurant based on prior internet comments.,[],0.50853765
restaurant was dirty and unkempt.,[],0.5080939
"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!",[],0.5079338
"great for groups, great for a date, great for early brunch or a nightcap.",[],0.50786215
this place is worth going even if only for their beer.,[],0.5077035
"i am not the most experienced person when it comes to thai food, but my friend who took me there is.",[],0.5075424
our waiter and all of the people helping him were attentive and genuine.,[],0.50735956
my fiance took me to scopa last week for my birthday and i couldn't believe the food.,[],0.5068208
came looking for this place because i heard good things.,[],0.5067736
this place is great.,[],0.506535
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,[],0.50608957
my family and i ate here last night for our annual christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,[],0.50601745
"i know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.",[],0.5057853
"luckily we saved room for the bbq salmon, sea bass and crispy duck.",[],0.5055686
eating at ottimo is like eating in chef salvatore esposito's home.,[],0.505506
this is the jackel and hideof the restaurants on the ues.,[],0.50547874
we have lived in chelsea for two years and have never noticed this restaurant.,[],0.5052748
"after dining at b.o.g over twenty times now, its official !",[],0.5051926
anyone who ever dined at a thai restaurant is in for a huge disappointment.,[],0.5046119
and comparing it to the chinatown restaurants is simply not fair.,[],0.5045294
there's something smooth about sipping sake upper east side style.,[],0.50438267
they even have a section in the menu called american chinese food!,[],0.5029747
saul is the best restaurant on smith street and in brooklyn.,[],0.5023828
"two people in our party felt like something else, and volare immediately obliged with two great dishes that were not in their regular menu.",[],0.50223446
went here last night and had a pleasant experience.,[],0.5021732
the selection changes frequently but the basic dishes are always available.,[],0.5021231
i care more about the food and ambience.,[],0.50206786
all my co-workers were amazed at how small the dish was.,[],0.50186986
we also had shared a house salad that was fresh.,[],0.50161105
"when i saw that their website had a link to da ciro in napoli, i knew there was going to be good pizza!",[],0.50112367
"i can't wait for summer, when they serve outside on their gigantic patio.",[],0.5010119
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",[],0.5009535
"on a recent sunday afternoon, a friend and i accidently found this great restaurant on our way to see the pulitzer prize winning play doubt.",[],0.5001927
"apparently, the good cook works then.",[],0.5000587
i think locals rate this place so high.,[],0.4999952
not a small feat for good french food in the area.,[],0.4997236
i would recommend this place to anyone and would without a doubt come again.,[],0.4995589
even my indian friend couldn't believe how good and tasty everything was.,[],0.49955216
my suggestion is to eat family style because you'll want to try the other dishes.,[],0.4992082
"if you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",[],0.4990718
"while we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",[],0.49889195
i cannot imagine you not rushing out to eat there.,[],0.49871635
i got an excellent piece of cheesecake and we had several other nice pastries.,[],0.49865472
this is the best thing in soho.,[],0.49863863
"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",[],0.4985684
"but, hey, there is anything better with a decent vegetarian selection in astoria.",[],0.4983238
"note that they do not serve beer, you must bring your own.",[],0.49826428
i'd definitely recommend this little place.,[],0.49810085
"during our meal, the management came over and checked on us and even bought us a round of drinks.",[],0.4976208
"so, the menu is written in chalk above your head and it all sounds delicious.",[],0.49737063
they didn't give us the dinner special until we asked for it.,[],0.49685493
great place to go for a drink too because they have 100 kinds of beer.,[],0.49658602
"we ate here in march, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",[],0.49649775
"probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",[],0.49639672
okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,[],0.4961287
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",[],0.4958018
"this is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",[],0.49578345
someone else recommended the dessert - we also left that.,[],0.49563354
in china the phrase for a good restaurant is hot and loud.,[],0.4955534
"good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",[],0.49524394
"perhaps this food is considered extreme to an upper east side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",[],0.49519458
the prices are about $9 for an entree for dinner and even less for lunch.,[],0.49519372
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,[],0.49485108
"frankly, when you compare what you can have here for lunch, versus mcds or so many other sandwich shops in the city, there is no comparison.",[],0.49466893
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,[],0.49444896
i wish i lived there as i would eat at this place as often as possible!,[],0.49441233
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",[],0.49427867
"i would never wait for a table to eat, it just is not that great.",[],0.49402648
the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,[],0.49392906
you can't say its cheap because food is cheaper in chinatown.,[],0.49322644
"but their best dish is thh thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",[],0.49307168
"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.",[],0.49268413
lucky strike is a great casual place to just grab a bite to eat.,[],0.4923794
"i've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",[],0.4923785
i plan on eating here more often.,[],0.4922955
i cannot imagine a friendlier staff working in a restaurant.,[],0.49223673
what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot.,[],0.4919725
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent.,[],0.4918519
we thought that this place is using too much of msg cooking in the foods.,[],0.4918245
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",[],0.4916938
"one of my favorites though was the angry lobster, a cold lobster salad that was magnificent.",[],0.4916476
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",[],0.49157286
do yourself a favor and walk the extra avenue from joe's to eat here.,[],0.49143392
the banana tower is an amazing dessert as well.,[],0.49113598
"it was nice and fresh, but i can't give it high scores on being authentic thai.",[],0.4909091
"normally that would be improper, however they were all delicious and my host did not complain.",[],0.49080437
i think the restaurant was too loud (when full) to be romantic.,[],0.4906395
"it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",[],0.49039987
"don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",[],0.4902859
"to dine at thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.",[],0.4902125
i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,[],0.49019307
this place is amazingly bad.,[],0.49017626
my fish was delicious in an incredible curry sauce.,[],0.4901195
"solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",[],0.48950672
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,[],0.48930475
"they're are better taiwanese restaurants and they are located in flushing, queens.",[],0.4891265
i'm still mad that i had to pay for lousy food.,[],0.4886398
the place was nice and calm.,[],0.48845893
we spent $200 in this place and left hungry and very disappointed.,[],0.48810855
try the lasagnette appetizer.,[],0.4881065
"i stumbled upon this second floor walk-up two fridays ago when i was with two friends in town from l.a. being serious sushi lovers, we sat at the sushi bar to be closer to the action.",[],0.4878151
the food at this place is 'gourmet' indian cuisine.,[],0.48759872
i will never visit this restaurant again.,[],0.4874641
"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!",[],0.4873896
go here for a romantic dinner but not for an all out wow dining experience.,[],0.48722413
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",[],0.4867372
try the spicy wontons and the salt pepper shrimps.,[],0.48634353
"our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",[],0.4859339
good for casual dinner with jeans and sneakers.,[],0.4859257
"most of the servers are very attentive, friendly and quite attractive.",[],0.4858201
"i had the cod with paella (spicy and very filling, i'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",[],0.48545337
"unfortunately, the food was not something to get worked up about.",[],0.48538834
every time in new york i make it a point to visit restaurant saul on smith street.,[],0.48511127
"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",[],0.48475373
they need a kick out of it but until then the sushi is pretty good and the place is consistent.,[],0.48367834
"anyways, if you're in the neighborhood to eat good food, i wouldn't waste my time trying to find something, rather go across the street to tamari.",[],0.48367766
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",[],0.4835828
we've been to grocery three times and not once has an item on the menu disappointed.,[],0.48353052
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,[],0.48352963
the restaraurant is very small so reservations are a must.,[],0.48341882
"with so many poor experiences to be had in the theater district, is truly an excellent find!",[],0.48331532
i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,[],0.48320177
its a go-to for dates as well as entertaining out of town guests.,[],0.4829762
"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.",[],0.4825808
sapphire is the only indian restaurant i go to when i'm in nyc.,[],0.48254514
"especially liked chicken tikka and the naan, and the dals.",[],0.48233473
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine.,[],0.48225296
visited there while on vacation and reading the reviews.,[],0.4819136
"the fish was adequate, but inexpertly sliced.",[],0.4818884
definitely a great spot for a nice occasion or date.,[],0.48176515
"light, refreshing summer rolls (not fried) remind me of vietnamese places in paris.",[],0.4817092
"everything i had was good, and i'm a eater.",[],0.4814867
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",[],0.48141205
it was so bad i actually refused to pay for my food.,[],0.48132384
another great place to take out-of-towners!,[],0.48067
"while the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",[],0.48032746
deep fried skewers are good and still rare to find in nyc.,[],0.480108
"well worth the trip, close to city hall and downtown subway stops.",[],0.47978503
appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,[],0.47954896
"i have been here a few times for dinner, once for brunch and twice for lunch.",[],0.47917566
interesting other dishes for a change include chicken in curry sauce and salmon caserole.,[],0.47903255
too bad the food wasn't of the same heritage.,[],0.47861168
"i've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",[],0.47849697
"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",[],0.4783177
"orsay, is a very pleasnt throw back to traditional french food, and french service as well.",[],0.47825506
"my husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",[],0.47820726
"we were on our way back to nj, and since i am in ny, we figured why not grab some food?",[],0.4781805
it took them 25 minutes to bring our appetizer.,[],0.47807324
obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,[],0.47804338
fantastic place.,[],0.47765768
a wonderful place!,[],0.47675142
"you'll pay at least double at any other italian restaurant in the city, and most still don't compare.",[],0.47657046
this is can became on e of the ny italian food fare institutions.,[],0.4762437
what a great place.,[],0.4762009
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,[],0.47616413
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",[],0.47612333
it is definitely special and affordable.,[],0.47585067
"i recommend the garlic shrimp, okra (bindi), and anything with lamb.",[],0.47540122
first went here to enjoy their garden terrace.,[],0.47537297
my son and his girlfriend both wanted cheeseburgers and they were huge!,[],0.4753612
love pizza 33..,[],0.47513723
"during the course of the past 3 months, the chef and staff changed and it was not for the better.",[],0.47492743
"i went here with a friend on a whim, we went someplace else first and couldn't get a table.",[],0.47439542
make sure you try this place as often as you can.,[],0.47412503
even the wine by the glass was good.,[],0.47399214
i grew up eating dosa and have yet to find a place in ny to satisfy my taste buds.,[],0.47394383
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,[],0.47382024
the food options rule.,[],0.4733635
worth the trip from manhattan.,[],0.47323877
"furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",[],0.47313234
"from the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",[],0.47288102
this lovely french-asian fusion restaurant stands out amongst other great restaurants on smith street.,[],0.47227693
our first time in new york and we had to try a new york bagel.,[],0.4720719
the food has been consistant for years and it never lets you down.,[],0.47154003
"this is a great place to take out-of-towners, and perfect for watching the sunset.",[],0.47054175
just stick with the small dishes!,[],0.4704926
"this is the only thai place i go too in nyc, it's wonderful, and live relaxed jazz on certain nights.",[],0.47020277
"even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",[],0.46975824
what a great place!,[],0.46949437
"also good for client lunch meetings, esp.",[],0.46949366
"i had the black cod with yuzu sauce, which was wonderful.",[],0.46939138
"everything we had was pretty good, but we have only been there once.",[],0.46938497
i've been here a couple of times and have not been impressed.,[],0.4691258
"however, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked perrrrrrrrrfect.",[],0.46892008
in summer-eat outside on a terrace (another great feature of suan)!!!,[],0.46884272
"everytime my husband and i go there, we are never disappointed.",[],0.46854505
i love the place.,[],0.46839198
they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,[],0.46817967
others have to go to other restaurants and feel sad until they're eaten.,[],0.4679612
the menu has lots of options: i hope to go back to try those potato pancakes.,[],0.46788466
i brought some buddies from ca and they loved it.,[],0.46751207
"the restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",[],0.4674054
my husband and i enjoyed each of the 6 taste size portions and left completely full.,[],0.4671254
the pizza is the best if you like thin crusted pizza.,[],0.46710828
the atmosphere was crowded but it was a great bistro-type vibe.,[],0.4662754
"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",[],0.46582806
my roommate and i love this place.,[],0.46571437
"after complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",[],0.46567005
glad you have the luxury to throw out paying customers.,[],0.4656318
"based on the reviews for dinner, this is a place i would reconsider revisiting for that, but definitely not for dim sum again.",[],0.46497118
pizza was a little soggy.,[],0.4643326
the food is nothing like its menu description.,[],0.46424332
i think this is one of the more underrated places in the city.,[],0.4634358
it's delicious!,[],0.4630034
"we arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the past!",[],0.46280596
it was pretty inexpensive too.,[],0.46244562
as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,[],0.46240002
no apologies during restaurant week.,[],0.46185923
"we had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",[],0.46172908
"no more reservations, expensive tips and annoying stuff.",[],0.46171626
"the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.",[],0.4616919
"my host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",[],0.46165562
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",[],0.46116525
"southern indian cuisine is still there, too.",[],0.46109134
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food.,[],0.4606233
would recommend this place as a good date spot if you don't want to drop a ton of cash.,[],0.4606071
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",[],0.46057183
"when we arrived at 6:00 pm, the restaurant was practically empty.",[],0.45983714
"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",[],0.45955366
i highly recommend to anyone to give this place a try.,[],0.45955223
authentic pakistani food.,[],0.45952478
the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,[],0.45910805
"the anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",[],0.4590451
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,[],0.45807105
i've waited over one hour for food.,[],0.4579222
the white bean brushetta to start was incredible and the pasta was phenomenal.,[],0.4576543
i loved this place!!,[],0.4575485
"food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",[],0.45748404
"this place, however, has a lot less pretension than joya and the thai food is still above-average.",[],0.45729846
"great for a romantic evening, or a fun evening with friends...",[],0.45706126
it was not above ordinary and the beef version had cheap (undercooked) beef.,[],0.45694053
i went to this restaurant with a woman that i met recently.,[],0.4566963
"i love ess-a-bagel, but i live on the west side, so i often go to murray's for convenience.",[],0.45579565
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.",[],0.4556637
get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,[],0.45541617
this place has the best chinese style bbq ribs in the city.,[],0.45516673
"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",[],0.45482752
"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",[],0.45467985
warning: you may find it difficult to dine at other japanese restaurants after a visit to mizu!,[],0.45449948
they were very abrupt with me when i called and actually claimed the food was late because they were out of rice.,[],0.45433825
worth a visit.,[],0.45424855
the lunch special is an asbolute steal.,[],0.4542483
"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",[],0.4539842
they couldn't even make a salad that was appealing.,[],0.45360783
"eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",[],0.4535019
the worst excuse for japanese food i've ever encountered.,[],0.4532108
"it's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",[],0.45315292
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,[],0.45306125
"most people eat there seem to be typical upper east side snobs, so be aware.",[],0.45274746
our family never expected such incredible entertainment in a restaurant.,[],0.4527022
my steak au poivre was one of the worst i've had.,[],0.45241988
wonderful at holiday time.,[],0.45240587
they offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,[],0.45221138
"it's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",[],0.45191288
"good crowd, good outdoor seating, with a hip japanese vibe.",[],0.45173103
"if you are a vegetarian, this really isn't a good place to go.",[],0.4517131
the aesthetics of this place are like an airport lounge.,[],0.4513507
"no dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy midtown.",[],0.4512689
"went there last night for 2 year anniversery, and wasn't all that impressed.",[],0.45104483
"everyone i have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.",[],0.45063275
"the food arrived 20 minutes after i called, cold and soggy.",[],0.45000905
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,[],0.44985294
"otherwise, good stuff for late nite eats.",[],0.44970965
"if your favorite chinese food is general tao chicken, then this is not your place.",[],0.4496295
we took advanatage of the half price sushi deal on saturday so it was well worth it.,[],0.44932055
i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am.,[],0.44931144
they pray to their food gods to make them into a good pizza like vt's.,[],0.44902822
the bruschetta and panini's are so yummy!,[],0.4485508
three strikes and this restaurant is out.,[],0.4480919
then we ordered a dinosaur rolls and white tuna sashimi.,[],0.447722
"the place is sleek, modern and playfull and i will return again frequently.",[],0.44763786
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,[],0.447017
maybe it was just an unintentional mistake but i've experienced the same with other restaurants so i don't appreciate such practice.,[],0.4466487
i ordered the chu chu curry and my friend ordered the pad thai chicken.,[],0.44650194
"we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze (they told me that if i call in the order, they'd bring it out to the car so i wouldn't have to look for parking).",[],0.44610962
i love indian food and consider myself to be quite an expert on it.,[],0.44590175
"growing up in ny, i have eaten my share of bagels.",[],0.44581538
i came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,[],0.4454118
it's a nice place to relax and have conversation.,[],0.44525474
if you like spicy food get the chicken vindaloo.,[],0.44478494
the workers there also absolutely load the bagel with cream cheese (gets a little messy).,[],0.44470593
i would recommend reservations on weekends though.,[],0.444612
this isn't your corner chinese food takeout.,[],0.4445397
"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",[],0.44443467
went for a late weekday lunch.,[],0.44417244
i had the duck breast special on my last visit and it was incredible.,[],0.44393608
the sake menu should not be overlooked!,[],0.44391924
there was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at pastis.,[],0.4435493
"the service, wine selection, ambiance are all outstanding and deserve recognition.",[],0.4435119
"off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.",[],0.4434669
the dish had like 6 pieces of beef in it.,[],0.44331458
i had a great experience.,[],0.44323653
this is probably one of my new favorite places.,[],0.44290236
oh yeah ever on the west side try there sister resturant arties cafe.,[],0.44289362
i love this place.,[],0.4428212
i absolutely love this place!!!,[],0.4424361
mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,[],0.4421127
don't eat here unless you're starving for thai food and you work next door.,[],0.44207582
this place is worth an one-hour drive.,[],0.44183722
good selection of wines ranging from affordable to high end.,[],0.441814
highly recommended for a first date.,[],0.4413576
i would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,[],0.44126305
"dessert - can't be missed, so save room!!!",[],0.4410428
my friend's food was also the complete opposite of what it's supposed to taste like (and look like).,[],0.44104266
"delicate spices, onions, eggs and a kick-ass roti.",[],0.44067073
dahkin also offers prix fixe lunch and buffet.,[],0.44064227
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,[],0.44038144
"it is the type of place to run into old friends and have a late, raucus dinner.",[],0.44026583
not too crazy about their sake martini.,[],0.44007105
the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty.,[],0.43980327
"have recommended the place to friends, always gets good response.",[],0.43975893
great neighborhood joint.,[],0.4395898
threw my fiance's surprise 30th birthday dinner here couldn't be happier.,[],0.43954486
"also, specify if you like your food spicy- its rather bland if you don't.",[],0.4394284
i couldn't reccommend their godmother pizza any higher.,[],0.439242
"i went to areo on a sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",[],0.43920422
"skip baroanda down the street (eurotrashy, snooty and expensive) and check this place out!",[],0.43910328
wonderful strawberry daiquiries as well!,[],0.43895918
one should not go to lucky strike for the food.,[],0.43855757
if you want good authentic thai this place is not the place to go.,[],0.4382337
"i've eaten thai many times, and am very familiar with the cuisine.",[],0.43820813
"we are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",[],0.4379108
"i have tried to make reservations, but both times, the hostess didn't have my name.",[],0.4377736
i liked this place the first time but doubt i will ever return.,[],0.43763903
"if you'd like to have a nice light meal with an asian accent, long tan is a good place on the slope.",[],0.4375937
i ordered the smoked salmon and roe appetizer and it was off flavor.,[],0.43758872
"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",[],0.43749255
we were walking around the village and went into this place just for some drinks.,[],0.43747365
"finally, after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be.",[],0.43741003
the place itself is beautiful the bar scene seems to be happening.,[],0.43736526
i try my best to give an accurate description of any establishment visited.,[],0.43710858
we could have made a meal of the yummy dumplings from the dumpling menu.,[],0.43688074
- i asked for them spicy and they were delicious).,[],0.43666637
this big draw is the all you can sushi here for $19.95!,[],0.43622008
there are other vietnamese restaurants in the chinatown area and you can forget about those.,[],0.43619394
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",[],0.4360782
there is actually space to breathe and the decor sets the tone for an intimate dinner.,[],0.43604577
it's just o.k. pizza.,[],0.4360208
it is simply amazing.,[],0.435899
he has visited thailand and is quite expert on the cuisine.,[],0.4358427
bottles of wine are cheap and good.,[],0.4357395
i knew upon visiting nyc that i wanted to try an orginal deli.,[],0.4356692
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,[],0.43563235
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",[],0.4355625
i had to ask her three times before she finally came back with the dish ive requested.,[],0.43549824
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,[],0.43541315
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",[],0.43530136
this place is always very crowded and popular.,[],0.43508333
"for authentic thai food, look no further than toons.",[],0.43495065
i recommend ordering in on a weeknight.,[],0.4347313
"i had a late dinner at lucky stike, a great name for a joint if ever i saw one.",[],0.43434325
"because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",[],0.43401176
we were exploring grand central and didn't want to eat in the food court.,[],0.43400607
my boyfriend and i have been to the minnow four times now and we have consistently been impressed.,[],0.43387744
turned out there was full service upstairs and sat down.,[],0.4337522
"if you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",[],0.4337324
and when i visit her i make it a point to eat at 'ino at least once daily if not once for the whole trip.,[],0.4337238
"it is nearly impossible to get a table, so if you ever have the chance to go here for dinner, do not pass it up.",[],0.43368128
"i don't know about you guys, but when i go somewhere to eat i go for the food not for the atmosphere.",[],0.4336582
honestly the worst sushi my husband and i had in our entire lives.,[],0.43357846
