text,labs
consistently good japanese tapas.,"[('japanese tapas', None)]"
no apologies during restaurant week.,"[('apologies', None)]"
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.","[('rice', None), ('seaweed', None), ('fish', None)]"
they also do a great job for restaurant week.,"[('work', None), ('job', None)]"
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).","[('pistachio ice cream', None), ('lamb sausages', None), ('sardines', None), ('shrimp', None), ('dishes', None)]"
the food is reliable and the price is moderate.,"[('price', None), ('food', None)]"
"while the ambiance and atmosphere were great, the food and service could have been a lot better.","[('ambiance', None), ('service', None), ('atmosphere', None)]"
the server was really cool and served us our food and drinks with a smile.,"[('service', None), ('drinks', None), ('food', None), ('server', None)]"
"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .","[('thai food', None)]"
"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.","[('jason narone', None)]"
excellent experience.,"[('experience', None)]"
i had to share my table with a loud group of kids and the service was rude an unattentive.,"[('service', None), ('table', None), ('group', None)]"
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[('garlic', None), ('sauce', None), ('tomatoes', None), ('pizza', None)]"
"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.","[('outdoor seating', None), ('location', None)]"
the food is usually good but it certainly isn't a relaxing place to go.,"[('service', None), ('food', None)]"
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[('bistro fare', None), ('chilaquiles', None), ('jazz brunch', None), ('staff', None)]"
the prices were fantastic.,"[('price', None), ('prices', None)]"
"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.","[('service', None)]"
"it's not mind-blowing, but to me, thai food never is and never will be.","[('thai food', None)]"
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[('tables', None), ('dinner', None)]"
i love the fact that the pizza tastes so good and is so cheap.,"[('pizza', None)]"
nicky the nose at the bar is a treat.,"[('nicky nose', None)]"
i went to ruby foo's after work with a group of 6.,"[(""ruby foo's"", None)]"
"service was prompt, friendly and great.","[('service', None)]"
the sushi was awful!,"[('sushi', None)]"
katz's has been a nyc original for over 100 years.,"[(""katz's"", None), ('nyc', None)]"
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,"[('lexington avenue', None), ('meal', None), ('restaurants', None), ('cost', None), ('dishes', None)]"
"late nite omelletes are not good here, there is no variety!","[('omelletes', None)]"
everything at sala thai is tasty and well-portioned.,"[('sala thai', None)]"
"after all that, they complained to me about the small tip.","[('tip', None)]"
great find!!!,"[('find', None)]"
"whenever you need a sushi fix, mizu will be there with quality fish and great service.","[('mizu', None), ('quality fish', None), ('service', None)]"
"our waitress was sweet and accomodating, not overbearing.","[('waitress', None)]"
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[('ant', None), ('food', None)]"
the website and rating makes this place look wonderful but in reality it was very disappointing.,"[('rating', None), ('website', None), ('reality', None), ('place', None)]"
"a large is $20, and toppings are about $3 each.","[('toppings', None)]"
brick oven gallery is my pick for best pizza restaurant anywhere.,"[('brick oven gallery', None), ('pizza restaurant', None)]"
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[('service', None), ('price', None), ('food', None)]"
"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.","[('thai food', None), ('places', None), ('nyc arent', None), ('people', None)]"
"oh, don't even let me start with how expensive the bills were!","[('bills', None)]"
the scallion pancakes and fried dumplings were nothing out of the ordinary.,"[('fried dumplings', None), ('scallion pancakes', None)]"
service is top notch.,"[('service', None), ('notch', None)]"
the food now is inconsistent.,"[('food', None)]"
chance is a joke.,"[('chance', None)]"
the octopus eaters were floored by the octopus salad.,"[('octopus', None)]"
we thought that this place is using too much of msg cooking in the foods.,"[('msg cooking', None)]"
i was at rao's last wed.,"[('rao', None)]"
and the tom kha soup was pathetic.,"[('tom kha soup', None)]"
"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[('decor', None), ('date', None), ('side', None), ('boths', None), ('dining hall', None)]"
service was quick.,"[('service', None)]"
drawbacks: service is slow and they don't toast!,"[('service', None), ('toast', None)]"
went there for an office lunch.,"[('office lunch', None)]"
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,"[('heartland brewery', None)]"
"everytime i decide to try another place on the ues, i get angry that i didn't just go to zucchero pomodori.","[('zucchero pomodori', None), ('place', None)]"
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[('rasa', None), ('lamb chettinad', None), ('garlic naan', None), ('lassi', None), ('rasamalai', None)]"
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[('lyle', None), ('york', None), ('food', None)]"
the best thing i tasted were the lambchops.,"[('lambchops', None)]"
the spicy tuna and salmon are the best we've ever had.,"[('salmon', None), ('tuna', None)]"
"even though its good seafood, the prices are too high.","[('price', None), ('seafood', None), ('prices', None)]"
"in addition, the food is very good and the prices are reasonable.","[('price', None), ('food', None), ('addition', None), ('prices', None)]"
"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.","[('steven and frederick', None), ('way', None), ('hosts', None)]"
been going here since it opened have seen the quality value decrease considerably.,"[('quality value', None)]"
reasonable prices.,"[('prices', None), ('price', None)]"
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[('service', None), ('tables', None), ('bouche', None), ('dessert', None)]"
"try the crunchy tuna, it is to die for.","[('tuna', None)]"
"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[('midtown gem', None), ('sushi restaurants', None), ('city', None)]"
i've been to joya twice and i will never go again.,"[('joya', None)]"
however it is the only taiwanese restaurant in town.,"[('taiwanese restaurant', None), ('town', None)]"
be careful of portions - they're huge.,"[('portions', None)]"
"the steak tartare is a great bet, they fix it for you at the table.","[('steak tartare', None), ('bet', None)]"
it is by far my favorite restaurant in brooklyn.,"[('brooklyn', None)]"
love pizza 33..,"[('pizza', None)]"
"i'm from england, and haru's was the best i had in nyc.","[('haru', None)]"
ruby foo's is a tourist trap.,"[(""ruby foo's"", None)]"
ciao bella,"[('ciao bella', None)]"
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[('dowtown manhathan', None), ('bakery', None)]"
the dim sum servings here are a bit larger than i'm used to.,"[('dim sum servings', None)]"
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[('spice rub', None), ('texture', None), ('herb mix', None), ('codfish', None), ('sauce', None)]"
taj mahal offeres gret value and great food.,"[('taj mahal', None), ('value', None), ('food', None)]"
my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience.,"[('artisanal', None), ('dinner', None), ('experience', None)]"
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[('molars', None), ('matter', None), ('platter', None), ('nite', None), ('sandwiches', None), ('bacon', None)]"
"outstanding bagels, but you get what you pay for.","[('bagels', None)]"
i have tried the various slice joints around the village but this is by far the best one.,"[('slice joints', None), ('village', None)]"
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[('beef carpaho', None), ('service', None), ('beef', None), ('portion', None)]"
kalbi and nebbiolo do work together.,"[('nebbiolo', None), ('kalbi', None)]"
i will recommend scopa to all of my friends for a place to go for wonderful italian food.,"[('scopa', None), ('place', None), ('food', None)]"
keep up the good work guys!,"[('work', None), ('guys', None)]"
hurley's is terrific!,"[(""hurley's"", None)]"
"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[('bartenders', None)]"
i really loved the different and inovated touch that's the cheff gives to the food.,"[('touch', None), ('cheff', None)]"
they came out over cooked and the cheese was almost non existant.,"[('cheese', None)]"
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","[('price range', None), ('wine', None), ('meal', None)]"
"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","[('svc', None), ('times', None), ('group', None), ('esp', None)]"
"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.","[('hyde pub', None), ('husband', None), ('anniversary', None), ('jekyll', None), ('surprise', None)]"
"the food is good, especially their more basic dishes, and the drinks are delicious.","[('drinks', None), ('food', None)]"
the food is delicious and beautifully prepared along with the friendly and personable service.,"[('service', None), ('food', None)]"
pizza here is consistently good.,"[('pizza', None)]"
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[('ar food', None), ('tiem', None)]"
sauce was watery and the food didn't have much flavor.,"[('sauce', None), ('food', None), ('flavor', None)]"
my husband and i enjoy sangria.,"[('sangria', None)]"
"but after last night, spice grill is the only place i'm eating indian cuisine.","[('spice grill', None), ('place', None), ('cuisine', None)]"
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!","[('lonk', None), ('neighborhood', None), ('food', None), ('reviewer', None), ('saul', None)]"
"in an area sadly lacking in decent thai food, this is one of the best spots.","[('thai', None), ('thai food', None)]"
tell them herky sent you and get a free confused look from the waiter.,"[('herky', None), ('look', None)]"
the food was average or above including some surprising tasty dishes.,"[('food', None)]"
other apetizers and food,"[('apetizers', None), ('food', None)]"
the noodle and rices dishes taste great.,"[('rices', None), ('noodle', None)]"
the food's as good as ever.,"[('food', None)]"
"the crust is thin, the ingredients are fresh and the staff is friendly.","[('staff', None), ('crust', None), ('ingredients', None)]"
the sauces used are also not that exciting.,"[('sauces', None)]"
the rice was poor quality and was cooked so badly it was hard.,"[('quality', None), ('rice', None)]"
we had champagne and caviar and felt like princesses!,"[('caviar', None)]"
the shrimp scampi was excellent and the antipasti were plentiful.,"[('scampi', None), ('antipasti', None)]"
i am surprised to say the least and find such practice not worth the effort.,"[('practice', None), ('effort', None)]"
"i got the $10 10-piece dim sum combo, every bite of which was great.","[('dim sum', None), ('bite', None)]"
there is also very limited seating and there can be a substantial wait in getting food at peak times.,"[('seating', None), ('wait', None)]"
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!","[('martini', None), ('village', None)]"
the prices are wonderfully low.,"[('prices', None)]"
"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[('bar food', None), ('menu', None)]"
this is my first time writing a review for a restaurant because the food and service was excellent.,"[('service', None), ('food', None), ('time', None)]"
"while they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.","[('bagels', None), ('cash', None)]"
don't waste money on decor.,"[('decor', None), ('money', None)]"
they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,"[('back garden', None), ('seating', None)]"
i have never before eaten 40 pieces of relatively good nigiri.,"[('nigiri', None)]"
"given the incredible architecture surrounding it, this place has no character.","[('architecture', None)]"
my first time here was with my gf for our 12 month anniversary.,"[('gf', None), ('time', None)]"
"their eggplant is so delicate, sweet tender!","[('eggplant', None)]"
"each bite of food at kai was indeed delicious, fresh, and elegant.","[('kai', None), ('bite', None), ('food', None)]"
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,"[('quality', None), ('food', None), ('restaurants', None)]"
my friend got the mushroom pizza which tasted better.,"[('mushroom pizza', None)]"
"it's a shame that a nice, convenient place like the pink pony can be so ruined by lousy service.","[('service', None), ('pony', None), ('place', None)]"
you should pass on the calamari.,"[('calamari', None)]"
"the porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.","[('porcini mushroom pasta', None), ('seafood tagliatelle', None)]"
try the spicy wontons and the salt pepper shrimps.,"[('salt pepper shrimps', None), ('wontons', None)]"
the food portions are really large.,"[('food portions', None)]"
the fries are yummy.,"[('fries', None)]"
"friendly and informative staff, very attentive and prompt raw bar service.","[('service', None), ('bar', None), ('staff', None)]"
best taiwanese food in ny!,"[('taiwanese food', None), ('ny', None)]"
"they were dry and disgusting, i didn't even finish my first piece.","[('dry', None), ('piece', None)]"
and the prices were way to high for what you get.,"[('products', None), ('price', None), ('prices', None)]"
"but people from sichuan will die for it) - chongqing hot pot, chongqing was the biggest city of sichuan, now became an independent province.","[('chongqing', None), ('pot', None), ('sichuan', None), ('province', None), ('people', None)]"
"skip baroanda down the street (eurotrashy, snooty and expensive) and check this place out!","[('baroanda', None), ('eurotrashy', None), ('place', None)]"
"yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.","[('service', None)]"
"the in-house lady dj on saturday nights has outrageously good taste in music, and moreover, takes requests.","[('saturday nights', None), ('taste', None)]"
anyone who ever dined at a thai restaurant is in for a huge disappointment.,"[('thai restaurant', None)]"
"great wine list, reasonably priced.--sara","[('wine list', None), ('price', None)]"
the hot dogs were cold in the middle and the buns were stale.,"[('buns', None), ('hot dogs', None), ('middle', None)]"
"while the food was excellent, it wasn't cheap (though not extremely expensive either).","[('service', None), ('price', None), ('food', None)]"
beef noodle soup is good as well.,"[('beef noodle soup', None)]"
i was so sad to read the bad reviews this place got!,"[('reviews', None)]"
delivery service is great too.,"[('delivery service', None)]"
"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.","[('thai cuisine', None), ('flavors', None)]"
i recieved prompt service with a smile.,"[('service', None)]"
the prices and ambience are especially great considering it's in the west village.,"[('prices', None), ('price', None), ('ambience', None)]"
the soup is pretty good too.,"[('soup', None)]"
"if you go to roth's try to be served by mike, he is great!!","[('mike', None)]"
"not the food ,not the ambiance , not the service, i agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .","[('ambiance', None), ('service', None), ('wait staff', None), ('reviews', None)]"
"i love ess-a-bagel, but i live on the west side, so i often go to murray's for convenience.","[('ess-a-bagel', None), ('side', None)]"
i always get the shabu-shabu dinner and the beef is always fresh.,"[('beef', None), ('shabu-shabu dinner', None)]"
the pizza was delivered cold and the cheese wasn't even fully melted!,"[('pizza', None), ('cheese', None)]"
we were very surprised by how good the food was on our first visit here on a sunday night.,"[('food', None)]"
"on the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with alain ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.","[('alain ducasse', None), ('quantity', None), ('hundreds', None), ('service', None), ('presentaion', None), ('ambiance', None), ('hand', None), ('taste', None), ('choice', None), ('quality', None)]"
i live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of the pizza place at 3am.,"[('bar scene', None), ('pizza place', None)]"
the food is amazing!!!!,"[('food', None)]"
"the portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","[('service', None), ('portions', None), ('sauces', None)]"
"for the price, you cannot eat this well in manhattan.","[('eat this well', None), ('price', None), ('manhattan', None)]"
the atmosphere is great!!!,"[('atmosphere', None)]"
"with so many good restaurants on the uws, i don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","[('service', None), ('arrogant wait-staff', None), ('arrogant service', None), ('food', None), ('restaurants', None), ('management', None), ('uws', None)]"
"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.","[('sea urchin', None), ('sushi restaurant', None)]"
the service is a little scatty at times but all is forgiven when the food arrives.,"[('service', None), ('times', None)]"
"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .","[('price', None), ('atmosphere', None)]"
the pickles were great addition.,"[('pickles', None), ('addition', None)]"
"if your favorite chinese food is general tao chicken, then this is not your place.","[('tao chicken', None), ('food', None)]"
"not only is the cuisine the best around, the service has always been attentive and charming.","[('service', None)]"
"filled with suits, though, so you never really feel terribly comfortable.","[('suits', None)]"
"the production is a symphony, alot of fun to experience.the food sublime for the most part.","[('symphony', None), ('food', None), ('part', None)]"
"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.","[('food portions', None), ('waiters', None), ('drinks', None)]"
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan.,"[('taiwan', None), ('way', None), ('appetizer dishes', None)]"
"the restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.","[('bar', None)]"
"interesting selection, good wines, service fine, fun decor.","[('service', None), ('wines', None), ('selection', None)]"
"whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to northern italy with one bite.","[('parmesean porcini souffle', None), ('italy', None), ('vinegar', None)]"
"that place was awesome,,, sally !","[('sally', None), ('place', None)]"
finally a reliable chinese restaurant!,"[('chinese restaurant', None)]"
but the thing that my wife and i hated was it was so loud and it felt like 'bar' or 'pub'.,"[('loud', None), ('wife', None)]"
"while there are plenty of places to go for a good corned beef sandwich, katz's has a charm about it.","[(""katz's"", None), ('places', None), ('beef sandwich', None)]"
priced at upper intermediate range.,"[('price', None), ('intermediate range', None)]"
"the fish was adequate, but inexpertly sliced.","[('fish', None), ('inexpertly sliced', None)]"
"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.","[('service', None), ('server', None)]"
the rice to fish ration was also good--they didn't try to overpack the rice.,"[('rice', None), ('fish ration', None)]"
the food is great and they have a good selecion of wines at reasonable prices.,"[('selecion of wines', None), ('selecion of food', None), ('price', None), ('prices', None)]"
eating at ottimo is like eating in chef salvatore esposito's home.,"[('ottimo', None)]"
katz's deli is a great ny experience.,"[(""katz's deli"", None), ('ny experience', None)]"
"the only positive was the wait staff, which was prompt, knowledgable, and likeable.","[('wait staff', None)]"
i couldn't reccommend their godmother pizza any higher.,"[('godmother pizza', None)]"
i was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,"[('thai cuisine', None), ('eastsider', None)]"
"for the location, the prices are very reasonable.","[('location', None), ('price', None), ('prices', None)]"
the food is okay and the prices here are mediocre.,"[('price', None), ('food', None)]"
i ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,"[('lime juice concoction', None)]"
"we have been to this place many times, and always have great food, wine, and service.","[('wine', None), ('service', None), ('food', None), ('times', None)]"
"alain ducasse is the best of everything, i mean everything was excelent.i","[('alain ducasse', None)]"
the corned beef was tender and melted in my mouth.,"[('corned beef', None)]"
"haru serves very fresh fish, has a trendy, modern ambiance, prime location on park avenue south and friendly service.","[('haru', None), ('service', None), ('ambiance', None), ('park avenue south', None), ('location', None), ('fish', None)]"
warm and friendly in the winter and terrific outdoor seating in the warmer months.,"[('outdoor seating', None)]"
we got a little tipsy from the sake but isn't that what saturday nights with the girlfriends are all about?,"[('saturday nights', None), ('sake', None)]"
"the service is spotty, sometimes really friendly and sometimes barely there.","[('service', None)]"
decor is minimalist and clean - nothing to distract or commend.,"[('decor', None)]"
"his drinks are very inventive, delicious and classy.","[('classy', None), ('inventive', None), ('delicious', None), ('drinks', None)]"
"great food, great prices, great service.","[('service', None), ('price', None), ('food', None), ('prices', None)]"
awsome pizza especially the margheritta slice.,"[('margheritta slice', None), ('pizza', None)]"
"this place, however, has a lot less pretension than joya and the thai food is still above-average.","[('thai food', None), ('place', None)]"
"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.","[('eel', None), ('maine', None), ('taste comparison', None), ('uni', None), ('sea', None)]"
"we started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.","[('mussels', None)]"
"the crispy chicken wasn't for us, though.","[('crispy chicken', None)]"
food is great.,"[('food', None)]"
there is a lot of variety even for people who eat vegetarian like me.,"[('variety', None), ('lot', None)]"
"i didn't complain, i liked the atmosphere so much.","[('atmosphere', None)]"
"the wine is always good, the tapas are always yummy, especially with the warm pita bread.","[('wine', None), ('tapas', None), ('pita bread', None)]"
"but when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.","[('price', None), ('waitresses', None), ('service', None), ('food', None)]"
"compared to other shabu restaurants around town, this places wins hands-down.","[('shabu', None), ('town', None), ('restaurants', None)]"
i've been to several places for dim sum and this has got to be the worst.,"[('dim sum', None), ('places', None)]"
"the freshest, best variety, and the fastest delivery.","[('delivery', None), ('variety', None)]"
go to volare for 1st class service and terrific food.,"[('service', None), ('food', None), ('volare', None)]"
"it's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.","[('customer service', None), ('seat', None)]"
dinner took almost 4 hours without any lag time.,"[('lag time', None)]"
"the sandwiches are dry, tasteless and way overpriced.","[('sandwiches', None), ('price', None)]"
price no more than a jersey deli but way better.,"[('price', None)]"
the fried rice is really good too.,"[('fried rice', None)]"
we were well attended to by the enthusiastic staff especially the manager tony gaskin who made excellent suggestions for our menu selections.,"[('tony gaskin', None), ('suggestions', None), ('staff', None)]"
we went to this restaurant based on prior internet comments.,"[('internet', None)]"
"a very inviting restaurant, with friendly service.","[('service', None), ('restaurant', None)]"
"the back garden sitting area is very pleasant, where you can see their personal herb garden.","[('back garden sitting area', None)]"
the drinks are always welll made and wine selection is fairly priced.,"[('wine selection', None), ('price', None), ('drinks', None)]"
the ceiling is amazing!,"[('ceiling', None)]"
my wife and i were in nyc celebrating our 30th anniversary.,"[('nyc', None), ('anniversary', None)]"
"the space is a bit too small for live music, so on jazz nights, it can be loud and cramped.","[('space', None), ('live music', None), ('bit', None)]"
food was average but tasty.,"[('average', None), ('food', None)]"
we come from new jersey to eat at kinoko.,"[('kinoko', None), ('jersey', None)]"
the staff was the friendliest that have seen in new york.,"[('staff', None), ('york', None)]"
"with the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","[('lemon salad', None), ('food', None), ('pepper', None)]"
"the pad thai, lad nar and various other dishes all look good on paper but, i've had better thai food in less asthetically pleasing places.","[('thai', None), ('food', None), ('lad nar', None), ('places', None), ('dishes', None)]"
delicious food at a great price but do not go here on a cold day and sit by the front door.,"[('price', None), ('food', None), ('door', None)]"
"my picks: guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).","[('guizhou chicken', None), ('guangxi', None), ('fish fillet', None), ('bean source', None), ('menu', None)]"
"overall, i'm still impressed that the place even exists and the prices are quite decent but then again, its chinatown.","[('place', None), ('price', None), ('chinatown', None), ('prices', None)]"
"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[('open kitchen', None), ('restaurant', None)]"
pizza was a little soggy.,"[('pizza', None)]"
"the food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.","[('scrumptious bombay style chaats', None), ('samos', None), ('bhelpuri', None), ('sevpuri', None), ('appetizers', None)]"
the singapore mai fun had no curry flavor whatsoever.,"[('singapore mai fun', None)]"
the only problem is that the manager is a complete incompetent.,"[('manager', None)]"
the wine list is interesting and has many good values.,"[('wine list', None), ('value', None), ('values', None)]"
murray won't do it.,"[('murray', None)]"
definite go if you're used to good indian restaurant food from abroad.,"[('indian restaurant food', None), ('go', None)]"
"by far, the best pizza in manhattan.","[('manhattan', None)]"
"decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.","[('service', None), ('hangout', None), ('food', None)]"
"most people eat there seem to be typical upper east side snobs, so be aware.","[('snobs', None), ('people', None)]"
"no more reservations, expensive tips and annoying stuff.","[('tips', None), ('reservations', None), ('stuff', None)]"
try the sea bass.,"[('sea bass', None)]"
$20 gets you unlimited sushi of a very high quality- i even took a friend here from japan who said it was one of the best sushi places in the us that he has been to.,"[('quality', None), ('sushi', None)]"
sushi wasn't anything spectacular for the price.,"[('price', None), ('sushi', None)]"
"so, for good food i'd recommend it, but not for a fun night out.","[('good food', None)]"
a must for all the dosa lovers.,"[('dosa', None)]"
"the portions are huge, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[('portions', None), ('people', None), ('things', None)]"
the appetizers are just ok and the main courses were decidedly subpar.,"[('main courses', None), ('appetizers', None)]"
the exotic food is beautifully presented and is a delight in delicious combinations.,"[('exotic food', None), ('presented', None), ('combinations', None)]"
the staff is very attentive and we can almost always get a table.,"[('staff', None), ('table', None)]"
"try the mediterranean salad, it is a true experience for your taste buds!!","[('mediterranean salad', None)]"
this quaint and romantic trattoria is at the top of my manhattan restaurant list.,"[('manhattan', None), ('trattoria', None)]"
i've been there three times and have always had wonderful experiences.,"[('experiences', None)]"
people are always friendly.,"[('people', None)]"
the cream cheeses are out of this world and i love that coffee!!,"[('cream cheeses', None)]"
service was prompt and courteous.,"[('service', None)]"
it was not above ordinary and the beef version had cheap (undercooked) beef.,"[('beef version', None)]"
"chance is a small cozy restaurant, with a romantic feel to it, the decor is great.","[('decor', None), ('restaurant', None), ('feel', None), ('chance', None)]"
"only wine and beer are served, but the house varities are actually quite good.","[('house varities', None)]"
"oh, and the complimentary pudding dessert was just enough- yummy!","[('pudding dessert', None)]"
we split a tasty vegetable samosa and the malai tikka wrap.,"[('malai tikka wrap', None), ('vegetable samosa', None)]"
knowledge of the chef and the waitress are below average.,"[('waitress', None)]"
decent wine selection too.,"[('wine selection', None)]"
mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"[('panchetta', None), ('goat cheese', None), ('raddichio', None)]"
"disappointing food, lousy service.","[('service', None), ('food', None)]"
"if you want a casual neighborhood bistro that has great food and excellent service, this is the place.","[('service', None), ('food', None), ('neighborhood bistro', None)]"
but this place is a well-oiled machine so they know what they're doing.,"[('machine', None)]"
"over price, and small portions .","[('portions', None), ('price', None)]"
"meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.","[('turnip soup', None), ('bartender', None), ('reserve', None), ('pureed basil', None), ('champagne', None)]"
the food was well prepared and the service impecable.,"[('service', None), ('food', None)]"
"but their best dish is thh thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.","[('thai spiced curry noodles', None), ('dish', None)]"
"good, dark atmosphere and the music is a nice touch.","[('music', None), ('atmosphere', None), ('touch', None)]"
"my husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.","[('portions', None), ('main course', None)]"
but the thai is definitely not great -- bland and indistinguished.,"[('thai', None)]"
this thai restaurant is a couple blocks away from sripraphai (another delicious thai restaurant).,"[('thai restaurant', None), ('couple', None), ('sripraphai', None)]"
authentic shanghai style and i cannot recommend a better shanghai place in new york.,"[('shanghai style', None), ('york', None)]"
our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"[('fromager', None), ('sommelier', None), ('food suggestions', None), ('pairings', None), ('server', None)]"
perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because i have never had anything but a perfect experience at yasuda.,"[('yasuda', None), ('reviewer', None), ('experience', None), ('universe', None)]"
"that said, i thought scalini fedeli was one of the best dining experiences i've ever had.","[('scalini fedeli', None)]"
"because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.","[('secluded', None), ('weather', None), ('reservation', None), ('garden', None)]"
stuffing yourself with japanese food is a rare thing.,"[('japanese food', None), ('thing', None)]"
while the food was good (certainly no il mulino) the service was horrendous.,"[('service', None), ('il mulino', None), ('food', None)]"
it is expensive but well worth the money.,"[('price', None), ('money', None)]"
service is not what one would expect from a joint in this price category.,"[('service', None), ('price category', None), ('joint', None)]"
there are many thai places in the city but so far toons is #1.,"[('thai places', None), ('city', None), ('toons', None)]"
great pizza for lunch place.,"[('pizza', None), ('lunch place', None)]"
the food was very expensive (we spent $160 for lunch for two) but extremely tasty.,"[('price', None), ('food', None)]"
"i love their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.","[('sesame chicken', None), ('boyfriend', None), ('scallop roll', None)]"
best dish is nori-wrapped tuna.,"[('tuna', None)]"
