text,terms
overall i am very satisfied with this product and will be using it often .,"[('product', 'pos')]"
only issue is with updating firmware .,"[('updating firmware', 'neg')]"
my attempts at upgrading using netgear genie corrupted the existing firmware .,[]
i had to manually restore the firmware .,[]
the procedure for restoring corrupted firmware is not easy to find .,[]
this is a replacement to an older netgear 11b\/g rangemax router that i have had for a few years .,[]
"it was a snap to set up and my ps3 , asus eee netbook , droid 2 , and pcs all connect without issue .","[('set up', 'pos')]"
"the problem is that the fastest speed anything has connected to it has been around 72mb\/s , even when in the same room .","[('speed', 'neg')]"
maybe i just need to play with the settings a little more .,[]
"also , it was very easy to set up a route to my wamp server as the process was exactly the same as my old netgear .","[('set up', 'pos')]"
"i really , really wanted to like the dir-655 .",[]
it had most every feature i wanted -lrb- though dual-band n would have been nice - one needs the much more expensive 855 for that -rrb- .,[]
"unfortunately , i just could not get it to work .","[('work', 'neg')]"
"the problem is that it would not acquire an ip address by dhcp from my isp , verizon fios .",[]
"using the same mac address did n't help , neither did making sure the ip was released from the old router before connecting the new one .",[]
"i had an old netgear router around and it got an ip immediately , as did my notebook when i connected it directly .",[]
i returned the dir-655 and got a second unit - same exact problem .,[]
"d-link support was polite and tried to help , but just worked through a script and was unsuccessful .","[('support', 'neg')]"
"a web search revealed that this model has a history of dhcp ip acquisition problems , though not everyone sees it .",[]
"i read reports of a european firmware update that resolved the problem for some , but it did n't for me .",[]
"i 've never encountered a router problem like this before , and have had probably six or seven over the years .",[]
"sadly , i returned the 655 for a refund and will keep looking .",[]
"i know that many are very happy with this product , even those using verizon fios , but just be aware that you may be as unlucky as i was .",[]
edit : december 2008 .,[]
"i decided to try again , this time with the dir-825 -lrb- simultaneous dual-band and some added features i liked . -rrb-",[]
same problem - no dhcp .,[]
"this time , d-link support was more helpful and guided me to the actual problem , which was that the router failed to `` auto-negotiate '' the ethernet link speed from my fios optical network block .","[('support', 'pos')]"
no other router or pc i had tried had such a problem .,[]
the second-level support rep had me change the speed to 10mbps -lrb- instead of the default 10\/100\/1000 auto -rrb- and it worked .,[]
"well , sort of .",[]
what 's the point of a 15mbps service with a 10mbps ethernet link ?,[]
could i set it to 100mbps ?,[]
yes .,[]
did it work ?,[]
no. .,[]
but i then had a think .,[]
i grabbed an ethernet switch i had elsewhere in the house and put that between the fios connection and the router .,[]
success !,[]
the switch negotiated the speed just fine and presented the router with a gige link .,"[('switch', 'pos')]"
so off to local store i go and i find the same model netgear gige switch on sale for $ 30 .,[]
install that and i 'm in business .,[]
"if i had realized this when i had the dir-655 i might have stuck with it , but that does raise the price by 30 % .",[]
"if the dir-655 does the auto-negotiation for you properly , then that 's great .",[]
"if not , you can install a switch or look for another brand .",[]
i conclude that the ethernet transceiver d-link uses is not as good as that of other brands .,"[('ethernet transceiver', 'neg')]"
i am not to savy with a computer but the d-link is very easy to install and set up .,"[('install', 'pos'), ('set up', 'pos')]"
"i have had no problems with it yet , and i can us my ipod anywhere in the house .",[]
"had a lot of problems with the dd-wrt advanced setup , but called tech support , after 45 minutes of holding , and switch to the user friendly firmware and was up and going in no time .",[]
belive there is a problem with my firmware for the dd-wrt .,[]
"not a very impressive signal , can only get one maybe two bars and maybe 48mbs .",[]
still good enough to stream video .,[]
no problems with dropped signals unlike the netgear router it replaced which only lasted 4 months .,"[('signals', 'pos')]"
i bought this one for the supposed extended range and external antenna .,[]
so much for range though .,[]
it was better with my old linksys .,[]
"overall , not a bad buy .",[]
tech support was very pleasent and helpfull once you actually got someone .,"[('tech support', 'pos')]"
i bought this product in feb 2011 to replace my old dlink router .,[]
i thought this new model should bring up speed and be reliable by having new n & g mode .,[]
"it worked perfectly for about a week , then the problems came .","[('worked', 'pos')]"
the connection is not reliable and constantly dropped .,"[('connection', 'neg')]"
"i called the tech support and they helped me install new firmware , but this did not solve the problem .","[('tech support', 'neg')]"
they said the product was defective and said they would send a new one .,"[('product', 'neg')]"
"after that arrived , i was to send the old one to them .",[]
"however , the day before the new replacement router arrived , our original router started to work like it did the first day we bought it .",[]
"the connection was smooth , did n't drop all the time , and was much faster .",[]
"however , the day the replacement router arrived , things got complicated .",[]
"the replacement was even worse than the original one , which was now working fine .","[('working', 'pos')]"
"we had already agree to return the original one , but that was the one that actually worked .",[]
i am disappointed in this product .,"[('product', 'neg')]"
"it is too much of a hassle , so next time , i will buy routers from a different company .",[]
i am using this wireless router for video streaming devices in my house .,[]
the data line connected to the router is in the front room and there are several wireless devices throughout the house .,[]
the first router i had was not fast enough to handle my video streaming needs .,[]
this router works fine and i am able to stream video in all rooms of the house at the same time .,"[('works', 'pos'), ('router', 'pos')]"
this router works very well right out of the box .,"[('router', 'pos'), ('works', 'pos')]"
it also has excellent coverage through our two story house .,"[('coverage', 'pos')]"
one reason i purchased this model was that we could print from the router 's usb without the need for a host computer to be running .,[]
"in that regard , i am still having difficulty attempting to get the shareport utility to function normally .","[('shareport utility', 'neg')]"
the shareport manual and help screens are very minimalistic .,[]
this router is phenomenal !,"[('router', 'pos')]"
it is a router designed for open source community .,[]
i replaced a linksys wrt54gl running tomato firmware ver .,[]
1.28 .,[]
with the netgear wnr3500l .,[]
i have the netgear wnr3500l running the latest tomato firmware from -lrb- ... -rrb- it is a modified firmware from the stock tomato firmware from -lrb- ... -rrb- .,[]
it allows the usb interface on the router to be used either for nas or print server .,"[('usb interface', 'pos')]"
i have an external usb drive hooked up to the usb interface as a network attached storage -lrb- nas -rrb- device .,[]
the router has 4port 1gig ethernet switch and wireless access point ap -rrb- 802.11 n working flawlessly !,"[('working', 'pos')]"
"not for the faint of heart , but recommended for the user who loves to build networks .",[]
router also works with dd-wrt firmware .,[]
this router has a web site dedicated for the users of this router .,[]
check it out at -lrb- ... -rrb- .,[]
"in short , if you 're just someone that 's a little afraid of technology , and you just want a router to get online , do basic networking and play mafiawars and browse myspace all day , this router is great for you .","[('router', 'pos')]"
"more than likely , if you are forking over the money for this router , you have higher needs and expectations , which this router does n't meet .","[('router', 'neg')]"
my experiences are as follows ... i wanted to upgrade my old linksys router -lrb- wrt54g -rrb- to something a little bit more on par with todays technology .,[]
"with our new hp home mediaserver -lrb- ex495 -rrb- serving out our files , our 2 laptops , 2 desktops , 2 ps3 's , 1 xbox , and our slew of netflix junkies , we especially needed something with gigabit speeds for all the internal network trafic that was going on .",[]
guest network .,[]
"first i was a bit suprised when i saw this , and i thought it would be a great idea for our next door neighbor that we share our network with for a small monthly fee .",[]
"simply pop her on it , and not have to worry about her stumbling on our shared media .",[]
"well the theory was great , but upon enabling the guest network , things stopped working .","[('guest network', 'neg')]"
"with it enabled , anytime we made changes to the router , we had to manually press the `` turn on radio '' button on the front of the router because the gui one would n't work .","[('gui', 'neg')]"
this would be okay i suppose ... if it worked .,[]
"any time we turned on the guest network , all of our default networking died so we ended up turning off this feature and pretending like we never found it and got all suprised in the first place .",[]
upnp .,[]
"in short , it does n't work -lrb- properly -rrb- .",[]
our mediaserver has an option to program our router for the port forwarding for remote access .,[]
the old router -lrb- wrt54g -rrb- worked fine .,[]
i manually ended up forwarding the ports and this worked fine .,[]
usb network storage - `` supposedly '' it 's slow .,"[('usb network storage', 'neg')]"
i 'd tell you myself my experiences but the router waiting to go back to the store so i never got far enough to try this .,"[('router', 'neg')]"
i was looking forward to it even if all the other reviews already said it was slow .,"[('slow', 'neg')]"
"hey , i like to make my own opinions .",[]
"slow gui - be prepared to wait approximately 90 seconds every time you change one of the sub menu items and click that dreaded `` apply '' button ... yes , 1�1\/2 minutes !","[('slow', 'neg')]"
----------------- speeds\/throughput : i did n't have any complaints .,[]
it was nice to have the faster internal network speeds while we tested this router -lrb- which was for all of about 3 hours while trying to get everything to work properly -rrb- .,"[('network speeds', 'pos')]"
"due to the lack of support for whs \/ upnp \/ guestnetwork , and having just dropped the bones for this router , i was very unimpressed .","[('support', 'neg'), ('router', 'neg')]"
i could have spent -lrb- $ 50 and gotten a router that did everything this one was able to do .,[]
"had this one done what it claimed , i 'd have been very satisfied ... note : my problems were on both the initial bios -lrb- v1 .0.4.43 na -rrb- and on the upgraded latest bios -lrb- v1 .0.4.55 na -rrb-",[]
you can stop looking : this is the best n-router you will find today -lrb- i am writing this on 03 nov 2011 -rrb- .,"[('n-router', 'pos')]"
this is my third router in two years .,[]
it is the only one of the three to install itself .,[]
"all i did was plug it in , print the id\/password when prompted and download\/install the product dashboard -lrb- netgennie ? -rrb-",[]
after the installation .,[]
-lrb- do n't look for the installation cd : there is n't any ! -rrb-,[]
"when i reset my wifi hdtvs from the hdtvs , i assigned them to the 5.0 ghz band .",[]
so i have my pcs on the 2.4 ghz band and my hdtv streaming video stuff on the 5.0 ghz band .,[]
"i can tell my wifi is much better : the hdtvs access the internet every time i hit the apps button on the remote , the netflix selections load faster and the hd streaming videos never slow or stop to buffer .",[]
"i am so happy my old , non-netgear router died on me after less than one year out of the box !",[]
"otherwise , how many years would i have been stuck with poor wifi performance and not know it ?",[]
bought this along with a roku .,[]
the dir-655 was so easy to setup it was almost too easy .,"[('setup', 'pos')]"
follow a couple of steps and you are done .,[]
roku picked it up and all was done .,[]
great purchase .,[]
update 2011\/12\/2 : going strong for half a month now .,[]
"as far as i recall , no reboots , or maybe one for an unrelated reason .",[]
i am raising my rating from one star to three stars .,[]
it would have been four if i would n't have had to go through all of this hassle to get it to work right .,[]
netgear should have left well enough alone with firmware v1 .0.4.55 na and hardware version 1 .,[]
update 2011\/11\/15 : smallnetbuilder dot com stuck with firmware version v1 .0.4.55 na according to one of their articles that referenced the wndr3700v1 test results .,[]
that version was still available on netgear 's support site -lrb- just click `` show all versions '' -rrb- .,[]
i loaded that with the following ritual : hold reset switch 30 seconds with power on -lrb- still 1.0.16.98-dnsna firmware -rrb- .,[]
"keep holding , turn power off , hold for 30 seconds while power is off .",[]
"still holding , turn power on .",[]
then turn power off and let go of reset switch and wait 10 seconds .,[]
"boot up , leave on for at least two minutes , and do software factory reset -lrb- from backup menu in web gui -rrb- .",[]
let it reboot .,[]
then upload and install v1 .0.4.55 na from web gui .,[]
then do a software reset again .,[]
then re-upload and install v1 .0.4.55 na .,[]
i do n't know if all of this is really necessary .,[]
it is my compilation of all the posted paranoia out there .,[]
"now set up your preferred ssid names , port forwards , dhcp range , etc. .",[]
i did n't change any of the qos or wan settings .,[]
i left nat as secure .,[]
"i set up the 2.4 ghz radio as g -lrb- 54mb\/s -rrb- with wep , the 5ghz radio as n single band -lrb- 130mb\/s -rrb- , wpa2 personal aes .",[]
you can probably set it up for 300mb\/s -lrb- double wide -rrb- if you want .,[]
now everything with youtube and iptv have been fine for about a day .,[]
l already received an rma number .,[]
"but if all goes well for another couple of days , i 'll keep the unit .",[]
"if not and i return it , i will let you know here .",[]
"the rationale behind the paranoid flash procedure is to make sure that another firmware version 's setup -lrb- usually a slightly different size when backup-stored , with slightly different options -rrb- does n't corrupt the the new firmware footprint -lrb- i guess -rrb- .",[]
"i do n't know if someone had a rational method of coming up with it -lrb- e.g. , ex-netgear engineer with some inside knowledge -rrb- or it was just someone 's gut feeling .",[]
end of update .,[]
i searched out a wndr3700 version 1 because that is the version that got rave reviews at smallnetbuilder.com .,[]
-lrb- netgear screwed up the version 2 by skimping on the antenna array . -rrb-,[]
i found this `` refurb '' version 1 and thought i had lucked out .,[]
the seller was very helpful in making sure i got the right version .,[]
"i suspect netgear takes defective returns , wraps them in new plastic , and labels them `` refurb , '' and hopes they work or that whatever defect they had would not be noticed by the new buyer .",[]
"for some reason , they scratch out the serial number to signal that they wo n't support their refurbs .",[]
why not ?,[]
cisco-linksys leaves serial numbers on refurbs and give them limited warranties .,[]
or maybe netgear so screwed up the firmware for this device that it does n't know what to do .,"[('firmware', 'neg')]"
this router started out looking good but then gradually slowed down to the point that even standard def youtube videos and highly compressed iptv from hulu plus would slow down and freeze or stutter .,"[('slowed down', 'neg')]"
"i tried at least three versions of firmware and continued to have the same problem -lrb- 1.0.6.98 na as shipped , and then 1.0.7.98 na , 1.0.4.68 na , and finally the latest 1.0.16.98-dnsna -rrb- .",[]
the labeling of firmware itself is a mystery and suggests that this company is just scrambling to put out fires .,"[('labeling of firmware', 'neg')]"
what happened to everything between 1.0.7 .,[]
x and 1.0.16 .,[]
x for example ?,[]
and why was 1.0.16.98 label reused for the beta 1.0.16.98-dnsna instead of calling it 1.0.16.99 na ?,[]
"also , the auto-update only shows up to 1.0.7.98 .",[]
"the internet is filled with similar complaints about slow downs and freezes , trying various firmwares , and doing various magic spell rituals before upgrading -lrb- holding reset button for 10 seconds , or 30 seconds , or doing it twice , unplugging with reset pushed , and so on -rrb- .",[]
i tried the most burdensome rituals in case there was something to them .,[]
"just in case anyone gets one of these , the only way i could get even initial acceptable results in youtube was to change the nat setting from `` secure '' to `` open . ''",[]
not so safe .,[]
i have applied to return this piece of garbage .,[]
it is back to my old linksys wrt600n with dd-wrt for now .,[]
"my only complaint about that dinosaur is that it suddenly looses the 5ghz wireless connection when streaming a lot of video , probably because of overheating .",[]
it is about 3 years old .,[]
so i am still looking for a reliable replacement .,[]
"i wanted the product to work soo bad , but it just did n't .","[('product', 'neg')]"
i got great connection speeds and reception but the connection would drop several times a day on multiple computers both linux and windows .,"[('connection speeds', 'pos'), ('reception', 'pos'), ('connection', 'neg')]"
"i tried changing wireless encryption , updating to the latest firmware from buffalo 's site , and then upgrading the latest firmware from dd-wrt 's site .",[]
i finally decided to stop making a manufacturer 's problem my own .,[]
"thanks to amazon 's amazing return policy , i was able to return the product at no loss on my part .","[('return policy', 'pos')]"
"actually i made the biggest mistake , i upgraded from di-624 to di-624s .",[]
my dwl-2100ap does not work as a repeater for di-624s and there is no firmware update to support this product .,"[('firmware update', 'pos')]"
i gave up after several attempts to contact dlink support .,"[('dlink support', 'neg')]"
"eventhough it says 108mbps , it opens 54mbps unlike the di-624 .",[]
simply this product was created and was left behind !,"[('product', 'neg')]"
... what a shame !,[]
"as a non-technical person , i was surprised to install the cisco valet plus wireless hotspot in less than 10 minutes .","[('install', 'pos')]"
we purchased this so we could have guests use their laptops and ipods in our home .,[]
"also , our previous wireless router was slow and unreliable .",[]
i have macbook pro and my husband has a pc laptop .,[]
now we both use our computers without getting booted out and with no glitches in reception .,[]
"we still have our other network , which i use with my ipod , however , i will change it soon because the cisco valet is much better and faster .","[('cisco valet', 'pos')]"
i 'm delighted with this product .,"[('product', 'pos')]"
"i had an old belkin router , which i needed to replace .",[]
"i have several computers on my network -lrb- imac , mac book , and 2 xp laptops -rrb- , my ipod , airport , wireless printer and a nas with two 500gb hd 's .",[]
i choose the valet router for the simple reason that i do not want to know nor do i care about port 21 or other it stuff .,[]
it just has to work .,[]
and it did n't .,[]
i spent 1.5 hours on the phone with their tech support -lrb- you get connected right away and do n't have to wait -rrb- and got at least my imac and macbook back online .,"[('tech support', 'pos')]"
the printer still does n't work and the airport is also not working yet .,[]
i got really upset when they got someone on the line who was supposed to help me with my nas200 -lrb- which is also a cisco product -rrb- and then i was told that they are going to charge me for premium customer support .,[]
"at this point i had spent already 2 hours on the phone for a product , which was supposed to be `` plug and play '' .",[]
"i guess i do n't have to mention that i do not recommend this product , that i most likely will return it and keep my fingers off cisco\/linksys stuff in future .","[('product', 'neg')]"
update : i spent another hour with the tech support to get my windows laptop set up .,[]
"the router has obviously problems with static ip addresses , firewalls and numerous other programs .","[('router', 'neg')]"
total time spent on the phone to set up the network : 3,[]
upgraded from linksys g to use my roku hd\/xr box .,[]
easy set up .,"[('set up', 'pos')]"
admin options are more that you would ever need .,[]
set up wpa with no problems .,"[('set up', 'pos')]"
great coverage .,"[('coverage', 'pos')]"
even works better on g band than the linksys .,"[('works', 'pos')]"
two thumbs up .,[]
i bought this router so that i could give internet access to both my desktop pc and my new macbook pro laptop .,[]
"after a few hours , and a call to my internet service provider , i accomplished this very basic task .",[]
-lrb- i use verizon dsl and discovered that i needed to go through some steps before the router would be recognized by my isp . -rrb-,[]
"unfortunately , the installation software crashed several times and i had to reboot my vista pc at least twice -- not fun .","[('installation software', 'neg')]"
"meanwhile , the instructions for apple users indicated i should load the cd-rom , but it turns out it only contained a pdf of instructions and offered nothing by way of explanation on installing for apple computers .","[('instructions', 'neg')]"
it turns out my apple laptop recognizes the wireless router right out of the box with no installation needed .,[]
it turns out my apple laptop recognizes the wireless router right out of the box with no installation needed .,[]
i wish someone had told me that when i started this process !,[]
"but getting the router up and running is just the first hassle - you also have to get your new network password protected , otherwise anyone can join it .",[]
here i had major problems - no one should have to wade through complicated terminology like wep and wap and lord knows what else just to enable a simple password protection for a home network .,[]
"it should just be a one-step automatic process , rather than requiring us to go boldly into advanced setup screens full of techno-gibberish .",[]
"the final insult is that while this router comes with useful software to make sharing printers wirelessly a snap , it 's only a trial version -- you have to download the trial software from the internet then pay an additional $ 40-60 to some unknown company to unlock all the features !","[('software', 'pos')]"
"not only that , but you ca n't even use the trial demo on macs - in order make printer sharing work , you have to buy the full version for macs -lrb- but not for pcs -rrb- .",[]
that is absurd and downright deceptive .,[]
"exasperated at 3 am , i called it quits and will be sending this awful , deceptive product back .","[('product', 'neg')]"
i only hope this review spares one person from a similar strife .,[]
this is a great product and carries a lot of pride in its networking capabilities for the price !,"[('product', 'pos'), ('price', 'pos')]"
the 802.11 draft n-protocol made a huge difference from the super-g which showed obselete in comparison .,[]
i personally would recommend this router in every house hold or small buisiness environmnets .,"[('router', 'pos')]"
"reliable , highly available and ease of administration and forget about me -lrb- do n't bother anymore -rrb- equipment !","[('administration', 'pos')]"
i am lucky to have bought it and using it in my house thanks ihsan,[]
i bought this dual band router to replace my old cisco wrt45g router .,[]
"it was really easy to set up out of the box and i got all my wireless devices -lrb- 2 laptops , 1 desktop and 2 smartphones -rrb- connected to the internet in minutes .","[('set up', 'pos')]"
everything was great until it started dropping internet connection sporadically .,"[('internet connection', 'neg')]"
every few minutes wireless devices would stop receiving data from the router .,[]
"i called the tech support who took me through a few scripted steps -lrb- upgrade firmware , downgrade firmware , set a permanent channel etc. -rrb- ; none of these suggestions worked .",[]
a number of angry phone calls router netgear agreed to replace my wndr3700v2 router with a refurbished wndr3700v1 router .,[]
the new router worked well for 2 months after which it had failed .,"[('router', 'neg')]"
i am having the same problem with the router dropping connection every few minutes .,"[('router', 'neg'), ('connection', 'neg')]"
its annoying when you pay $ 100 + for a router and it does n't work as it is supposed straight out of the box !,"[('router', 'neg')]"
i am so tired of netgear 's product quality & customer service that i would never recommend netgear products to anyone i know .,"[('quality', 'neg'), ('customer service', 'neg')]"
"all in all , bad device , bad customer service ... run like hell from this product .","[('device', 'neg'), ('customer service', 'neg')]"
set up went pretty well and things seemed good .,"[('set up', 'pos')]"
then the box began rebooting itself every 1-3 hours .,[]
support suggested power problems .,[]
"while this may seem logical , their recommendation made no sense : bypass the ups and plug it directly into the wall , `` just to see what happens . ''",[]
same problem .,[]
i replaced the box with another n600 from another store in the theory that that bad box gets through once and a while .,[]
same problem .,[]
i dumped the 2nd box and bought a zoom x7n at half the price and have no problems with it at all .,[]
"i try had to make it work but it never ... sad about it the lights dont go green , only red",[]
it does everything it says .,[]
it is a wonderful little router .,"[('router', 'pos')]"
"commputer , laptop and tv hooked up to it .",[]
no problems .,[]
just once in a while like your modem you need to unplug and reboot everything .,[]
par for the norm .,[]
would highly recommend,[]
works -lrb- almost -rrb- exactly as advertised .,[]
"setup required one phone call to tech support , during which it was determined that i had not completely re-set my cable modem -lrb- it has a backup battery , so simply disconnecting the power cord was n't enough - i had to remove the backup battery , too -rrb- .",[]
"once that was done , connectivity was instananeous , and setting up the 2 other computers -lrb- a mac and a pc -rrb- in the house literally took 5 minutes in total .",[]
"connection speed to the other 2 machines seems awesome - much quicker than the router i replaced , and when combined with the simplicity of the valet plus , this makes for a great product .","[('connection speed', 'pos'), ('product', 'pos')]"
highly recommended - well worth the $ $ .,[]
this router is the best i have used to date .,"[('router', 'pos')]"
there may be others that perform as well .,[]
"however , if speed , reliability , and power to transmit a signal across the house are your requirements , then this router will do the job .","[('speed', 'pos'), ('reliability', 'pos'), ('transmit a signal', 'pos')]"
worked great until the new firmware that installs securespot .,"[('worked', 'pos'), ('firmware', 'neg')]"
"when the securespot free trial finishes , they ask you to buy it and when you do n't , it stops working well .","[('working', 'neg')]"
"even when you disable securespot completely , it will upon reboot keep saying your computer is new even when it is n't and force you to tell it that your computer is authorized .","[('securespot', 'neg')]"
after 20 rounds of that over the last year i gave up and ordered a router from another company .,[]
you may ask why not go back to the old firmware .,[]
"you ca n't , that `` upgrade '' is irreversible .","[('upgrade', 'neg')]"
d-link got greedy and in trying to sell you their pathetic extras made the product unusable .,"[('d-link', 'neg'), ('product', 'neg')]"
"i purchased this netgear router 6 months ago to replace an older model linksys router with antennas , which had replaced an even older linksys , also with antennas .",[]
"it 's difficult to make a comparison due to the fact that the linksys was using a ` g ' band , while i 'm using the ` n ' band on this netgear - although both are at 2.4 ghz .",[]
but i can say the netgear has more signal strength .,[]
"i actually have it sitting flat , rather than upright .",[]
i would say signal strength has increased by 1\/3 at the least - and it 's consistent .,[]
"the wifi is approximately 21 + yards away -lrb- on the same ground floor -rrb- , going through 4 walls at full signal strength .",[]
"setup was easy -lrb- windows xp wired , windows 7 professional wifi -rrb- .","[('setup', 'pos')]"
"the software disc -lrb- which is the setup wizard -rrb- included is not windows 7 compatible , although you can download it at netgear 's site .",[]
i did n't bother with it .,[]
"i followed the easy instructions in the manual , and once online at the router 's login , there is a setup wizard which will work with your os if you choose to use it .","[('instructions', 'pos')]"
"i just set it up manually , which is very easy .","[('set', 'pos')]"
"the router recognized my other wifi devices easily , and further setup was a breeze .","[('setup', 'pos')]"
my linksys froze for 30 minutes or longer when applying changes .,"[('linksys', 'neg')]"
the netgear does so within a few seconds .,[]
"having dual bands is a bonus , although currently i do not have any ` n ' band 5.0 ghz capable devices - and have disabled the 5.0 ghz for now ... but it 's there for the future .",[]
i do n't wish to repeat all the options this router offers as others have already done so in good detail .,[]
"i would however like to emphasize a few basic things for those unfamiliar with router setups : 1 -rrb- once you are connected , do upgrade the firmware before proceeding .",[]
"2 -rrb- please , please change the login password from the default -lrb- listed in the manual which comes with the router -rrb- to your own .",[]
half my neighbors have not .,[]
"this is just basic and so easily done - and will keep others from piggybacking , or worse yet , logging into your router and changing the settings and using their own login password to lock you out -lrb- if this has already happened you 'll need to reset your router manually and start all over -rrb- .",[]
"once you login to the router 's address , you 'll find it listed under maintenance at set password .",[]
keep track of all your passwords !,[]
"one of my neighbors could no longer gain access to the internet and blamed it on the router ... i had seen that it was initially not secured , and later secure .",[]
i 'm guessing a neighboring kid just decided to mess around .,[]
fortunately they mentioned this to me -lrb- before just buying another router -rrb- and i helped them get back online .,[]
2a -rrb- set up a secure connection .,[]
"again , i `` see '' too many who have n't set any type of security .",[]
"at your netgear router login page , go to setup , and underneath are options for both wireless settings -lrb- your wifi -rrb- and guest network .",[]
type in your own ssid -lrb- name -rrb- - do n't leave it at the default name .,[]
"set up a security option and type in your own passphrase password ... it is strongly recommended you not use wep for the guest network if this can be avoided -lrb- i do n't think this netgear even has wep for wireless settings , but it does for the guest network -rrb- .",[]
"again , keep a record of these .",[]
"use strong passwords , both uppercase and lowercase letters , mixed with numbers and symbols - and make it long .",[]
"just these basic steps should keep neighbors and drive-by 's from piggybacking your connection , which at the least can slow down your internet connection speed or cause intermittent loss of connectivity if you have quite a few piggybackers .",[]
remember to occasionally login to see if there are any upgrades for your router .,[]
"i 'm very happy with this router , and would recommend it .","[('router', 'pos')]"
i will update later should i run into any problems .,[]
update : i 've been using this router for 3 months and it 's still working very well - wifi remains strong and consistant .,"[('working', 'pos')]"
i do use the power button frequently -lrb- hold it about 2-3 seconds to power on\/off for wifi .,[]
can even use the power button if laptops are booted and our internet connection is almost immediate .,[]
i remain extremely pleased with this router !,"[('router', 'pos')]"
advertised as d-link extreme over 300 mbs .,[]
it works fine but performance is no better than my old smc g 54mbs .,"[('works', 'pos'), ('performance', 'neg')]"
"i was really excited to finally get an n router , an upgrade from my linksys wireless g wrt54g2 .",[]
"first thing i tested was the speed , and i have to say it was abysmal .","[('speed', 'neg')]"
"on a wired connection with my linksys , speedtest.net rated my home pc with a connection of up to 25mbps connection and wireless speeds around 15 mbps .",[]
"hooked up to the d-link extreme n , connected speed dropped to 18mbps and wireless down to 8mbps .","[('speed', 'neg')]"
and this one is extreme .,[]
at first i dealt with this as 18mbps was still really fast .,"[('fast', 'pos')]"
"the next day , i turned on my laptop and it connected to the network , but no internet connection .","[('internet connection', 'neg')]"
"i had read in other reviews that it dropped their internet connection every couple of days so at the first sign of this happening to me , i got an rma and shipped it back .",[]
save your money .,[]
"go with another brand , i know if i ever bight the bullet for another n router , it will be a linksys .",[]
this is a good product .,"[('product', 'pos')]"
not cheap but not expensive either .,"[('cheap', 'neg'), ('expensive', 'pos')]"
i installed it directly from windows 7 in about three minutes .,[]
it was in operation within five minutes .,[]
it has very good range -- much better than the linksys router it replaced .,"[('range', 'pos')]"
it covers three floors with no difficulty .,[]
i am the home network administrator\/complaint department .,[]
there have been no complaints from my `` customers '' -lrb- my daughters who use the 5-g channel with their powerbooks -rrb- .,[]
it has a usb port -- so you can plug in a usb-powered drive and have network-accessible storage .,"[('usb port', 'pos')]"
i highly recommend it .,[]
"i have been using this router for about 2 years now , since october 2008 .",[]
it seems that with every firmware release the router gets better & better .,"[('firmware', 'pos'), ('router', 'pos')]"
good range & speed .,"[('range', 'pos'), ('speed', 'pos')]"
i highly recommend .,[]
i bought this to replace an old linksys that would not cooperate with my new canon printer .,[]
"the price was the lowest i 'd seen in my research -lrb- best buy , office depot -rrb- .","[('price', 'pos')]"
it was a snap to insert the install thumb drive which walked me through the install for my mac and then the printer and our two iphones .,[]
easy to use with clear instructions contained in the install drive .,"[('use', 'pos'), ('instructions', 'pos')]"
also has a nice guest feature so your visitors can connect separate of your primary link .,"[('guest feature', 'pos')]"
background - i 'll provide some background so that people can put my comments in context .,[]
"first , i have what i consider an average understanding of computers and home network technology .",[]
i wired my house with a cat 5e ethernet system .,[]
"my home network now includes 3 desktops , 1 netbook , 2 laptops , ipods , network printer , network attached storage device -lrb- 2tb raidx -rrb- , patch panel , 8-port switch , router , and cable modem .",[]
"the patch panel , switch , router , and modem are located in a panel in the basement where all my computer , video , and phone cables originate .",[]
"with the recent addition of the netbook and ipods , i decided to add a wireless access point for greater mobility .",[]
"i wanted a device with good range , data transfer capacity , and security .",[]
i could n't care less about `` peripheral '' features that are often bundled with todays routers such as the nas capabilities .,[]
keep that in mind with respect to my evaluation of this product .,[]
"on a side note , i have operated on windows xp and found it a real struggle to manage all the various permissions between different users and devices .",[]
i am in the process of upgrading to windows 7 and find the network features much easier .,[]
"if you have an extensive home network , windows 7 is worth the upgrade .",[]
appearance - now for the buffalo nfinity whr-hp-g300n router .,[]
it came well-packaged .,"[('packaged', 'pos')]"
it 's a really nice looking device and can be positioned horizontally or vertically .,"[('device', 'pos'), ('looking', 'pos')]"
i give it a rating of 5 stars for looks .,"[('looks', 'pos')]"
external switch -lrb- auto mode -rrb- - it 's advertised as a router and wireless access point .,[]
"this is important , because not all routers can function as access points .",[]
"furthermore , one of the advertised features is an external switch that allows users to switch the device as a router , access point , or `` auto . ''",[]
"theoretically , `` auto '' is supposed to detect the present of a router or modem and then the nfinity g300n will function as an access point .",[]
"i do n't think i was able to get it to work because when i tried auto , the nfinity g300n never disabled it 's router functions .",[]
you can not have two devices on one network trying to assign ip addresses to other devices connected on the network .,[]
it does n't work .,[]
external switch -lrb- ap mode -rrb- - then i switched the router to the access point -lrb- ap -rrb- mode figuring that it would turn-off the nfiniti 's router function .,[]
that did n't work either .,[]
"i do n't think the external switch is much of a feature because in the end , you have to learn how to identify ip addresses , switch the router from from a dynamic to static ip address , and assign a static ip address that is compatible with your router or modem .","[('external switch', 'neg')]"
there 's no getting around it .,[]
