text,labs
"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes, however be warned that the peter's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top, like a salad.","[('beginning', None), ('bread', None), ('peter', None), ('favourite pizza', None), ('margarite pizza', None), ('personal sizes', None), ('prosciutto', None), ('salad', None), ('baby arugula', None), ('margarite pizza with cold prosciutto', None)]"
"yes, the prices are high, but i felt it was worth it.","[('value', None), ('prices', None)]"
"the large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.","[('selection of bruschettas', None), ('large selection', None), ('palate', None), ('bruschettas', None), ('paninis', None)]"
"have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners.","[('lots', None), ('waiters', None), ('diners', None), ('fact', None), ('way', None)]"
"while this isn't classical restaurant fare, the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn-outs.","[('old cuisine', None), ('new life', None), ('outs', None), ('dishes', None), ('chef', None)]"
the owner truly caters to all your needs.,"[('owner', None), ('needs', None)]"
he takes real pride in his food and his business.,"[('business', None), ('real pride', None), ('food', None)]"
every time in new york i make it a point to visit restaurant saul on smith street.,"[('restaurant', None), ('smith', None), ('restaurant saul', None), ('smith street', None)]"
my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent.,"[('place', None), ('boyfriend', None), ('birthday', None)]"
"so if you want a nice, enjoyable meal at montparnasse, go early for the pre-theater prix-fixe.","[('fixe', None), ('montparnasse', None), ('prix-fixe', None), ('meal', None)]"
"over the years, it has always provided a pleasurable dining experience with quality food and wine.","[('dining experience', None), ('dining', None), ('wine', None), ('quality food', None), ('food', None)]"
i would go back tho.,"[('back', None), ('tho', None)]"
"the photobook menu was a cute touch, certainly helped my group and i pick the fried chicken, pork chop, and noodle dishes that we all ordered.","[('pork chop', None), ('fried chicken', None), ('touch', None), ('photobook menu', None), ('noodle dishes', None)]"
too large for just two people but nothing was left.,"[('people', None), ('size', None)]"
i cannot imagine better indian food in all of the city.,"[('city', None), ('indian food', None), ('food', None)]"
great romantic place for a date (try to get the corner booth table for a little privacy and to sit close!).,"[('place', None), ('corner booth table', None), ('little privacy', None), ('privacy', None), ('date', None)]"
a pleasant surprise.,"[('food', None), ('surprise', None)]"
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,"[('open faced cheese sandwich', None), ('business', None), ('manager', None)]"
if you don't mind all that noise then go to the chart house.,"[('noise', None), ('chart house', None)]"
we got most of it back at home with us.,"[('item', None), ('home', None)]"
get there before 7pm.,"[('place', None), ('7pm', None), ('pm', None)]"
very good breads as well.,"[('breads', None)]"
"if this happens, just ask for real naan.","[('naan', None), ('real naan', None)]"
we were fans of the half-price saturday night option until some inedible squid during a recent visit.,"[('recent visit', None), ('price saturday night option', None), ('inedible squid', None), ('saturday night', None), ('option', None)]"
"so, if yo really don't care who is sittingnext to you, which is about 2 inches away, i would say try it.","[('sittingnext', None), ('yo', None), ('i', None)]"
"pizza is terrific, as is homemade pasta.","[('pizza', None), ('pasta', None), ('homemade pasta', None)]"
definitely a neighborhood favorite.,"[('ice', None), ('neighborhood', None)]"
this is a wonderful place on all stand points especially value ofr money.,"[('place', None), ('money', None), ('points', None)]"
my first encounter happened one friday evening with a friend.,"[('dinner', None), ('s', None), ('mate', None), ('first encounter', None)]"
example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,"[('mushrooms', None), ('soup', None)]"
"service is not exactly five star, but thats not really a big deal.","[('service', None), ('price', None)]"
there are other people waiting!,"[('people', None), ('other people', None), ('waiting', None)]"
"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.","[('chocolate souffle', None), ('scallops', None), ('appetizers', None), ('chocolate souffle with rasberry mint sorbet', None), ('taste sensations', None)]"
ou must try this restaurant.,"[('ou', None), ('restaurant', None), ('wait', None)]"
"we left, never to return.",[]
consistently good japanese tapas.,"[('tapas', None), ('japanese tapas', None)]"
no apologies during restaurant week.,"[('restaurant', None), ('apologies', None)]"
"my goodness, everything from the fish to the rice to the seaweed was absolutely amazing.","[('fish', None), ('seaweed', None), ('rice', None)]"
"this place started off a little iffy, but is now one of my favorite indian restaurants in nyc (and i'm indian, so i should know).","[('place', None), ('nyc', None), ('indian restaurants', None)]"
they also do a great job for restaurant week.,"[('day', None), ('restaurant', None), ('job', None), ('restaurant week', None)]"
i went to this restaurant with a woman that i met recently.,"[('woman', None), ('restaurant', None)]"
"the dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest i've ever had).","[('pistachio ice cream', None), ('large whole shrimp', None), ('dishes', None), ('lamb sausages', None), ('whole shrimp', None)]"
this is where the aforementioned line was.,"[('aforementioned line', None), ('aforementioned', None), ('line', None)]"
the food is reliable and the price is moderate.,"[('food', None), ('price', None)]"
"aside from the bearded, courdoroy blazer professor type with the nyu student he's sleeping with that week, you see a strange mix of hipsters, frat boys, will smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....","[('hipsters', None), ('mix', None), ('courdoroy blazer professor type', None), ('cougars', None), ('frat boys', None)]"
"while the ambiance and atmosphere were great, the food and service could have been a lot better.","[('ambiance', None), ('atmosphere', None), ('service', None), ('food', None)]"
we always go there on the weekends and leave extremely full and satisfied.,"[('weekend', None), ('food', None)]"
i dont how this place is still running.,"[('place', None), ('running', None)]"
the server was really cool and served us our food and drinks with a smile.,"[('drinks', None), ('server', None), ('food', None)]"
we were in search of food and stumbled on this block of indian restaurants on east sixth street.,"[('block', None), ('east sixth street', None), ('food', None), ('indian restaurants', None)]"
"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .","[('sushi', None), ('thai food', None)]"
"very excited to hear that short-term chef jason narone has moved on, he truly was a low point of their sterling track record.","[('term chef jason narone', None), ('record', None), ('chef', None)]"
excellent experience.,"[('experience', None), ('food', None)]"
"well worth the trip, close to city hall and downtown subway stops.","[('place', None), ('city hall', None), ('trip', None), ('subway', None), ('downtown subway', None)]"
i had to share my table with a loud group of kids and the service was rude an unattentive.,"[('group', None), ('service', None), ('table', None)]"
what more could you want?,"[('more', None), ('a', None)]"
"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.","[('place', None), ('eat', None)]"
"all in all, i don't see how you can go wrong.","[('n', None), ('i', None)]"
the sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,"[('tomatoes', None), ('sauce', None), ('garlic', None), ('pizza', None), ('garlic and fresh tomatoes', None)]"
"we recently decided to try this location, and to our delight, they have outdoor seating, perfect since i had my yorkie with me.","[('location', None), ('outdoor seating', None), ('yorkie', None)]"
"my husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.","[('ice cream', None), ('courses', None), ('mesclun', None)]"
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,"[('wait', None), ('curtain call', None)]"
the food is usually good but it certainly isn't a relaxing place to go.,"[('place', None), ('food', None)]"
i'm told that it is open 24hrs which is good.,"[('open', None), ('time', None), ('hrs', None)]"
"super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!","[('jazz brunch', None), ('staff', None), ('knowledgable staff', None), ('live jazz', None), ('chilaquiles', None), ('bistro fare', None)]"
the prices were fantastic.,"[('drinks', None), ('prices', None)]"
what a great place!,"[('place', None)]"
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","[('liquers', None), ('bill', None)]"
"the table service could have been a little more attentive but as someone who also works in the service industry, i understood they were busy.","[('table service', None), ('service industry', None), ('service', None)]"
"it's not mind-blowing, but to me, thai food never is and never will be.","[('thai food', None)]"
"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).","[('food', None), ('pork belly', None)]"
"although, one night we went it was super cheesy, and another night it was less cheesy.","[('cheesy', None), ('night', None)]"
"even though it is a little loud, you don't have to yell at each other to talk.","[('place', None), ('yell', None)]"
"i've been to sapphire twice and both times the food was fine, if not good.","[('sapphire', None), ('food', None)]"
it is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,"[('tables', None), ('dinner', None)]"
was surprisingly disappointed.,"[('surprisingly', None)]"
i love the fact that the pizza tastes so good and is so cheap.,"[('pizza', None), ('price', None)]"
nicky the nose at the bar is a treat.,"[('bar', None), ('nose', None)]"
i went to ruby foo's after work with a group of 6.,"[('ruby', None), ('work', None)]"
i'm amazed we haven't been kicked out of this place yet.,"[('place', None), ('icke', None)]"
"service was prompt, friendly and great.","[('time', None), ('service', None)]"
"i haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.","[('lemon', None), ('extra virgnin olive oil', None), ('salads', None), ('lamb chop', None)]"
the sushi was awful!,"[('sushi', None)]"
katz's has been a nyc original for over 100 years.,"[('katz', None), ('nyc', None)]"
you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,"[('nearby lexington avenue', None), ('cost', None), ('dainty dishes', None), ('meal', None)]"
"the pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.","[('beer', None), ('experience', None), ('icy cold beer', None), ('pickles', None), ('pastrami sandwich', None), ('buttah', None)]"
the plain pizza was soggy and the creative wild mushroom(third generation-fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,"[('truffle oil', None), ('plain pizza', None), ('third generation', None), ('wild mushroom', None)]"
"late nite omelletes are not good here, there is no variety!","[('nite omelletes', None), ('variety', None)]"
everything at sala thai is tasty and well-portioned.,"[('sala thai', None), ('everything', None), ('food', None)]"
"after all that, they complained to me about the small tip.","[('small', None), ('small tip', None), ('tip', None)]"
it's a great place to pick up a cheap lunch or dinner.,"[('place', None), ('lunch', None), ('dinner', None)]"
"behind this counter, two men are squeezed in.","[('men', None), ('counter', None)]"
great find!!!,"[('find', None)]"
"if only they delivered, they'd make a mint!","[('mint', None), ('delivery', None)]"
"whenever you need a sushi fix, mizu will be there with quality fish and great service.","[('fish', None), ('sushi', None), ('quality fish', None), ('service', None)]"
"our waitress was sweet and accomodating, not overbearing.","[('waitress', None), ('overbearing', None)]"
went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,"[('reservation', None), ('reservation sigh', None), ('table', None)]"
i was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,"[('everyone', None), ('food', None), ('ant', None)]"
the website and rating makes this place look wonderful but in reality it was very disappointing.,"[('place', None), ('website', None), ('reality', None)]"
"despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.","[('ultra', None), ('everything', None), ('menu', None), ('food art', None)]"
the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,"[('6th avenue', None), ('world', None), ('evening', None), ('feet', None), ('outdoor atmosphere', None)]"
"a large is $20, and toppings are about $3 each.","[('toppings', None), ('large', None)]"
"in any event, this is a place i'll be sure to stop by again when i'm in this part of town.","[('place', None)]"
i definitely wouldn't go back.,"[('back', None), ('i', None)]"
it is not worth for that bucks.,"[('bucks', None)]"
brick oven gallery is my pick for best pizza restaurant anywhere.,"[('pizza restaurant', None), ('brick oven gallery', None), ('brick oven', None), ('pizza', None)]"
add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,"[('evening', None), ('service', None), ('food', None), ('price', None)]"
"for many people, this may not seem like aunthentic thai food because most places in nyc arent quite authentic.","[('nyc arent', None), ('aunthentic thai food', None), ('places', None), ('many people', None), ('thai food', None)]"
"growing up in ny, i have eaten my share of bagels.","[('ny', None), ('bagels', None)]"
"oh, don't even let me start with how expensive the bills were!","[('bills', None)]"
a hearty two thumbs up!,"[('two thumbs up', None), ('thumbs', None), ('a', None)]"
the scallion pancakes and fried dumplings were nothing out of the ordinary.,"[('dumplings', None), ('scallion pancakes', None), ('fried dumplings', None), ('nothing', None)]"
"all the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!","[('salads', None), ('appetizers', None), ('pasta', None)]"
"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.","[('bill', None), ('other restaurant patrons', None), ('served dishes', None), ('seated', None)]"
service is top notch.,"[('notch', None), ('service', None), ('price', None)]"
the food now is inconsistent.,"[('inconsistency', None), ('food', None)]"
all pretty good.,[]
"you can also special order any kind of dumpling,etc.","[('dumpling', None), ('special order', None)]"
you guys rock.,"[('rock', None), ('yo', None)]"
chance is a joke.,"[('joke', None), ('chance', None)]"
i was pretty much full after our fondue appetizer.,"[('fondue appetizer', None), ('meal', None)]"
be careful before you request extra spice.,"[('extra spice', None), ('request', None), ('careful', None), ('spice', None)]"
the octopus eaters were floored by the octopus salad.,"[('octopus salad', None), ('octopus eaters', None)]"
we thought that this place is using too much of msg cooking in the foods.,"[('foods', None), ('msg', None), ('cooking', None)]"
i was at rao's last wed.,"[('wed', None), ('rao', None)]"
and the tom kha soup was pathetic.,"[('tom kha soup', None), ('pathetic', None)]"
i started out with a bombay beer which was big enough for two.,"[('two', None), ('bombay beer', None)]"
"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","[('side', None), ('dining hall', None), ('decor', None), ('date', None), ('several semi-private boths', None)]"
service was quick.,"[('service', None), ('price', None)]"
tends to turn people away.,"[('people', None), ('turn', None)]"
we thought this a prelude to what the evening will be like.,"[('prelude', None), ('evening', None)]"
"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.","[('place', None), ('mine', None), ('food', None), ('fellow foodie friend', None)]"
drawbacks: service is slow and they don't toast!,"[('toast', None), ('service', None)]"
went there for an office lunch.,"[('lunch', None), ('office lunch', None)]"
i have been doing all of the above at the heartland brewery for over 5 years now and i have never been disappointed!,"[('heartland brewery', None)]"
"everytime i decide to try another place on the ues, i get angry that i didn't just go to zucchero pomodori.","[('place', None), ('zucchero pomodori', None), ('ues', None)]"
the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the rasamalai was forgettable.,"[('sweet lassi', None), ('garlic naan', None), ('rasamalai', None), ('lassi', None), ('lamb chettinad', None)]"
"we've been following chef lyle's food around new york for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[('fare', None), ('chef', None)]"
the best thing i tasted were the lambchops.,"[('lambchops', None)]"
it's delicious!,"[('flavor', None), ('food', None)]"
the spicy tuna and salmon are the best we've ever had.,"[('salmon', None), ('spicy tuna', None)]"
"even though its good seafood, the prices are too high.","[('prices', None), ('seafood', None)]"
"in addition, the food is very good and the prices are reasonable.","[('prices', None), ('addition', None), ('food', None)]"
"upon entering, we were greeted by the owners, steven and frederick, who went out of their way to be more than gracious hosts.","[('way', None), ('owners', None), ('hosts', None)]"
"if you live outside the neighborhood, don't bother!","[('home', None), ('neighborhood', None)]"
been going here since it opened have seen the quality value decrease considerably.,"[('quality value', None), ('open', None)]"
"meat dishes now adorn the selections, although there's still a large number of vegetarian-friendly choices.","[('meat dishes', None), ('choices', None), ('selections', None), ('large number', None)]"
i never had anything i didn't like here.,"[('place', None), ('i', None)]"
reasonable prices.,"[('prices', None)]"
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,"[('small dessert', None), ('dessert', None), ('amuse bouche', None), ('tables', None), ('service', None), ('bouche', None)]"
"try the crunchy tuna, it is to die for.","[('crunchy tuna', None), ('crunchy', None), ('tuna', None)]"
it won't break the bank but i also wouldnt come back for the food.,"[('bank', None), ('food', None)]"
"all in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.","[('sushi', None), ('midtown', None), ('sushi restaurants', None), ('midtown gem', None)]"
i've been to joya twice and i will never go again.,"[('i', None), ('joya', None)]"
so rushing us out was absolutely unnecessary!,"[('rushing', None), ('out', None)]"
however it is the only taiwanese restaurant in town.,"[('area', None), ('taiwanese restaurant', None), ('town', None)]"
it is a lot of fun with live entertainment and all kinds of disney type special effects.,"[('kinds', None), ('disney type special effects', None), ('special effects', None), ('live entertainment', None)]"
"if you're looking for perfect traditional sushi, go here - if you're looking for interesting combinations, try sushi of gari's (east side).","[('combinations', None), ('east side', None), ('traditional sushi', None)]"
"no refills on fountain drinks, though.","[('fountain drinks', None), ('refills', None)]"
wow over 100 beers to choose from.,"[('choices', None), ('beers', None)]"
be careful of portions - they're huge.,"[('portions', None), ('appetizer', None)]"
"the steak tartare is a great bet, they fix it for you at the table.","[('bet', None), ('table', None), ('steak tartare', None)]"
my first time there i happened not to like the crab croquette apt that i ordered and they were happy to change it for me without making no big deal.,"[('big deal', None), ('change', None), ('crab croquette apt', None), ('first time', None), ('crab croquette', None)]"
great for large groups and celebrations - our super happy waiter was the entertainment of the evening.,"[('large groups', None), ('celebrations', None), ('waiter', None), ('entertainment', None)]"
did i mention the wine?,"[('wine', None)]"
"plus, on wednesday nights the house wine is unlimited!","[('house wine', None), ('wednesday nights', None)]"
it is by far my favorite restaurant in brooklyn.,"[('restaurant', None), ('brooklyn', None)]"
now it's so crowded and loud you can't even talk to the person next to you.,"[('person', None), ('crowded', None)]"
love pizza 33..,"[('pizza', None)]"
even my indian friend couldn't believe how good and tasty everything was.,"[('everything', None), ('indian', None)]"
"i'm from england, and haru's was the best i had in nyc.","[('haru', None), ('nyc', None)]"
less = more in their case.,"[('less', None), ('case', None)]"
ruby foo's is a tourist trap.,"[('ruby foo', None), ('trap', None)]"
i've been here a couple of times and have not been impressed.,"[('place', None), ('i', None)]"
i've been many time and have never been disappointed.,"[('many time', None), ('time', None), ('b', None)]"
ciao bella,"[('ciao bella', None)]"
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,"[('dowtown manhathan', None), ('special bakery', None), ('bread', None), ('bakery', None)]"
the dim sum servings here are a bit larger than i'm used to.,"[('sum servings', None), ('food', None), ('dim sum servings', None)]"
"however, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup.","[('management', None), ('big door', None), ('getup', None)]"
we won't go to this place again for a good meal.,"[('place', None), ('meal', None)]"
it's a much more grown up restaurant compared to the rest of the street.,"[('street', None), ('restaurant', None)]"
"barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.","[('codfish', None), ('herb mix', None), ('spice rub', None), ('sauce', None), ('other sauce', None), ('barbecued codfish', None), ('texture', None)]"
we were treated with attitude ever since the moment we stepped into the restaurant!,"[('attitude', None), ('restaurant', None)]"
"after dinner, take your date to the huge dance floor, probably one of the biggest you'll see in ny.","[('dance floor', None), ('ny', None), ('dinner', None), ('date', None)]"
taj mahal offeres gret value and great food.,"[('gret value', None), ('value', None), ('food', None)]"
has the chef and owner changed???,"[('owner', None), ('chef', None)]"
my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience.,"[('early dinner', None), ('dinner', None), ('experience', None), ('artisanal', None)]"
i absolutely loved this place.,"[('place', None)]"
i wish i lived there as i would eat at this place as often as possible!,"[('place', None), ('eat', None)]"
"but don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.","[('molars', None), ('nite', None), ('sandwiches', None), ('matter', None), ('platter', None), ('bacon', None)]"
"outstanding bagels, but you get what you pay for.","[('pay', None), ('bagels', None)]"
"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!","[('toppings', None), ('additional toppings', None), ('bread', None), ('crust', None), ('nyc', None)]"
"if you're in town, it's worth searching for another place.","[('place', None)]"
i have tried the various slice joints around the village but this is by far the best one.,"[('various slice joints', None), ('village', None), ('slice', None)]"
"i found it on a cold night, the perfect spot to warm up.","[('spot', None), ('night', None)]"
they even have a section in the menu called american chinese food!,"[('menu', None), ('american chinese food', None)]"
"service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.","[('service', None), ('huge portion', None), ('beef carpaachio', None), ('pasta', None)]"
kalbi and nebbiolo do work together.,"[('kalbi', None), ('nebbiolo', None)]"
"best italian food i ever had (and being italian, that means alot).","[('alot', None), ('italian food', None), ('food', None)]"
i will recommend scopa to all of my friends for a place to go for wonderful italian food.,"[('spot', None), ('place', None), ('scopa', None), ('food', None)]"
located at the end of a magnificent block.,"[('location', None), ('end', None), ('block', None)]"
"this restaurant is not worth the time, effort, or money to say the least.","[('money', None), ('effort', None), ('restaurant', None), ('time', None)]"
"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","[('real meal', None), ('real restaurant', None), ('room', None), ('new yorkers', None), ('clubhouse', None), ('meal', None)]"
keep up the good work guys!,"[('guys', None), ('work', None)]"
hurley's is terrific!,"[('hurley', None), ('food', None)]"
they don't walk around with the trays of dim sum.,"[('trays', None), ('dim sum', None)]"
took my sister here before attending a show one evening.,"[('show', None), ('afternoon', None)]"
"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).","[('lady', None), ('bartenders', None)]"
we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,"[('dessert', None), ('waitress', None)]"
really.,[]
i really loved the different and inovated touch that's the cheff gives to the food.,"[('touch', None), ('food', None), ('cheff', None)]"
our friends have not arrived yet.,"[('friends', None), ('arrived', None)]"
they came out over cooked and the cheese was almost non existant.,"[('cooked', None), ('cheese', None)]"
"i had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.","[('server', None), ('price range', None), ('wine', None), ('priced wine', None), ('meal', None)]"
"the svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!","[('big group', None), ('restaurant', None), ('esp', None), ('svc', None), ('times', None)]"
"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary, and to our surprise it was fantastic.","[('anniversary', None), ('jekyll', None), ('hyde pub', None), ('husband', None), ('pub', None), ('surprise', None)]"
never once did i leave feeling unwelcome or impressed.,"[('impressed', None), ('i', None)]"
"the food is good, especially their more basic dishes, and the drinks are delicious.","[('drinks', None), ('food', None)]"
but the main hit was the whole grilled fish.,"[('grilled fish', None), ('main hit', None), ('fish', None)]"
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.","[('mushroom ravioli with pinot noir', None), ('mushroom ravioli', None), ('pinot', None), ('tuna tartare with sake', None), ('chocolate sampler with', None)]"
on a hot day it was fabulous to stop in and enjoy lunch.,"[('day', None), ('lunch', None)]"
the food is delicious and beautifully prepared along with the friendly and personable service.,"[('service', None), ('food', None)]"
i usually go there later at night when i get off work so i don't have to deal with crowds or lines.,"[('lines', None), ('crowds', None)]"
pizza here is consistently good.,"[('quality', None), ('pizza', None)]"
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[('tiem', None), ('characters', None), ('shows', None), ('food', None)]"
"after 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.","[('reservations', None), ('full beers', None), ('beers', None), ('waiter', None)]"
wouldn't recomend it for dinner!,"[('dinner', None), ('decor', None)]"
sauce was watery and the food didn't have much flavor.,"[('much flavor', None), ('flavor', None), ('sauce', None), ('food', None)]"
my husband and i enjoy sangria.,"[('sangria', None), ('food', None)]"
"but after last night, spice grill is the only place i'm eating indian cuisine.","[('indian cuisine', None), ('spice grill', None), ('last night', None), ('only place', None)]"
we both opted for a pasta dish and they were served timely and fresh.,"[('served', None), ('pasta dish', None)]"
"first the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...","[('bread', None), ('appetizer', None), ('main course', None), ('glass of wine', None), ('second glass', None)]"
"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!","[('previous reviewer', None), ('saul', None), ('food', None), ('neighborhood', None)]"
"in an area sadly lacking in decent thai food, this is one of the best spots.","[('spots', None), ('food', None), ('thai food', None)]"
tell them herky sent you and get a free confused look from the waiter.,"[('look', None), ('waiter', None)]"
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,"[('reservations', None), ('lot', None), ('walk ins', None), ('time square', None), ('hostess', None), ('seating', None)]"
the food was average or above including some surprising tasty dishes.,"[('dishes', None), ('food', None)]"
they don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,"[('specials', None), ('emphasis', None), ('thai', None), ('ingredients', None)]"
other apetizers and food,"[('apetizers', None), ('food', None)]"
the noodle and rices dishes taste great.,"[('rices dishes', None), ('noodle', None)]"
the food's as good as ever.,"[('ever', None), ('food', None)]"
"the crust is thin, the ingredients are fresh and the staff is friendly.","[('staff', None), ('crust', None), ('ingredients', None)]"
your friends will thank you for introducing them to this gem!,"[('gem', None), ('introducing', None), ('friends', None)]"
also a little more expensive than your average bagel place.,"[('bagel place', None), ('average bagel place', None), ('price', None)]"
"the food was undercooked-the sauce watery, and the vegetables raw.","[('sauce', None), ('vegetables', None), ('food', None)]"
and the fried clams had just enough kick to them to make 'em worth eating.,"[('kick', None), ('fried clams', None)]"
the sauces used are also not that exciting.,"[('sauces', None), ('used', None)]"
the secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,"[('lunch menu', None), ('appetizer', None), ('entree', None)]"
i absolutely love this place!!!,"[('place', None)]"
the rice was poor quality and was cooked so badly it was hard.,"[('quality', None), ('rice', None)]"
we had champagne and caviar and felt like princesses!,"[('champagne', None), ('caviar', None)]"
the shrimp scampi was excellent and the antipasti were plentiful.,"[('shrimp scampi', None), ('antipasti', None)]"
i am surprised to say the least and find such practice not worth the effort.,"[('effort', None), ('such practice', None), ('practice', None)]"
"when my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.","[('dessert', None), ('waiter', None), ('sort', None), ('anyone', None), ('special occassion', None)]"
"i got the $10 10-piece dim sum combo, every bite of which was great.","[('bite', None), ('dim sum combo', None), ('piece dim sum combo', None)]"
there are other vietnamese restaurants in the chinatown area and you can forget about those.,"[('area', None), ('chinatown area', None), ('vietnamese restaurants', None)]"
there is also very limited seating and there can be a substantial wait in getting food at peak times.,"[('wait', None), ('seating', None), ('food', None)]"
"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!","[('chicken', None), ('mind', None), ('village', None), ('bar', None), ('martini', None), ('roast chicken', None)]"
no thanks!!!,"[('thanks', None)]"
"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.","[('long wait', None), ('wait', None), ('sun', None), ('table', None)]"
i would definently recommend this restaurant.,"[('restaurant', None), ('food', None)]"
the prices are wonderfully low.,"[('prices', None)]"
if you like spicy food get the chicken vindaloo.,"[('spicy food', None), ('food', None), ('chicken vindaloo', None)]"
i have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,"[('true strength', None), ('food', None), ('lunch specials', None)]"
"so much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.","[('bar food', None), ('usual bar food', None), ('beers', None), ('menu', None)]"
"a big disappointment, all around.","[('disappointment', None), ('all around', None), ('big disappointment', None)]"
and its absolutely delicious.,"[('devine', None), ('food', None)]"
no free drink.,"[('drink', None), ('free', None)]"
i would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,"[('heaviness', None), ('food', None)]"
this is my first time writing a review for a restaurant because the food and service was excellent.,"[('first time', None), ('service', None), ('food', None)]"
definitely highly not recommended.,[]
