text,labs
currently if i use the laptop i can't sit it on my lap because it will burn my legs.,"[('lap', None), ('legs', None)]"
seriously considering a larger laptop to replace the dell,"[('dell', None)]"
"i do find that my macbook has a lot more bells and whistles than a normal pc especially if you enjoy technology, downloading pictures and graphic design.","[('design', None), ('pc', None), ('pictures', None)]"
i took 3-4 years researching brands and prices of laptops.,[]
but guess what? (you have to buy an external dvd drive it doesn't have a built in type) the notebook can't be used because it doesn't read anything for an external drive.,"[('dvd', None)]"
"if you are looking for something reliable, this is the laptop for you.",[]
"with the upgraded memory, the macbook pro never has an issue running many many applications at once!","[('macbook', None), ('applications', None)]"
my house is now 100% macbook.,"[('house', None)]"
"my husband uses it mostly for games, email and music.","[('husband', None)]"
my mac is much more efficient than a pc so it does not need the extra bells and whistles to compete.,"[('mac', None), ('whistles', None), ('pc', None), ('bells', None)]"
"being a pc user my whole life, it's taking a bit of time to adapt to the os of a mac but i'm finding my way around.","[('os', None), ('life', None)]"
"i would recommend mac, and do, to anyone looking to buy a new computer.","[('computer', None), ('mac', None)]"
"so, after apple replaced the hard drive i enjoyed another 4 months of my new computer, until it froze this morning--completely.","[('drive', None), ('computer', None)]"
"the macbook starts fast, doesn't crash, has a fantastic display, is small and light (i have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.","[('screens', None), ('macbook', None), ('connections', None), ('display', None)]"
"i actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they finally agreed to replace it, (all of this in less than 1 1/2 years!","[('drive', None)]"
"i love the feel of the key board, as well as the trackpad.","[('board', None), ('feel', None)]"
-touchpad will take a bit of time to get used to.,"[('bit', None), ('touchpad', None)]"
we both recently got new laptops.,"[('laptops', None)]"
i got the macbook and he got a macbook pro.,[]
i bought this laptop about a month ago to replace my compaq laptop.,[]
"but, buy this model and just purchase 4gb of ram (2x2gb for $92 or 1x4gb for $99), and save yourself $100 than the other model with 8gb of ram.","[('4gb', None), ('model', None), ('2x2gb', None), ('8gb', None)]"
this is one of the reasons i purchased it.,[]
"if you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.","[('spreadsheets', None), ('game', None)]"
"browsing, also, was no problem for me when i used itunes ( which usually slows down my pc ).","[('browsing', None)]"
"tosiba has a good reputation, my llast computer was an acer.","[('computer', None), ('acer', None)]"
"i am very happy i bought this mac, well worth the extra money.","[('mac', None), ('money', None)]"
"please, anyone who is considering getting this computer, stop.",[]
i had my computer custom built from sonystyle.com.,[]
"i practically have a new laptop with all the ""fixes"" they have done!","[('fixes', None), ('laptop', None)]"
"finally, i purchased a toshiba.",[]
")only to get another ""hp/compaq"" piece of crap.","[('piece', None)]"
"the final cut pro on this laptop is so fast and easy, and i can use this to seemlessly transfer all my work to my home computer, which is also a mac.","[('home computer', None), ('laptop', None), ('cut pro', None)]"
a tip for people looking into this computer: do not buy it save up a bit more money and buy a computer that will last.,"[('tip', None), ('money', None)]"
"i asked many people, search on the net and also read reviews here in best buy.","[('people', None), ('net', None)]"
i returned it to best buy on the ninteenth of april.,[]
i had left my regular laptop at home and needed something to use while out of town .,"[('town', None), ('laptop', None)]"
"after 5 months of failed repairs, requested a full refund but was refused and it still is not repaired and acer is indifferent to the issue.","[('acer', None)]"
you better believe my next computer will be a mac!,"[('computer', None)]"
best buy laughed when i told them they should replace it instead of expecting me to be without a computer again for another couple of weeks.,[]
"as a user of a pc, i will will admit that the macbook pro has a better running system in which i found myself ""getting the job done quicker.","[('user', None)]"
i purchased this laptop 9 months ago!,[]
"i use the computer to basically check emails, surf the web, print coupons and for my college papers.","[('emails', None), ('surf', None)]"
"they aren't worth the money, even though they are on the cheap side, laptop speaking.","[('side', None), ('money', None)]"
i could have purchased a cheap computer to do what i'm doing now!,"[('computer', None)]"
"i upgraded it's ram to 2gb, i am very happy with it.",[]
the first time it crashed was maybe going on a year and a half of having it.,"[('time', None)]"
i paid $800 for this computer from my school campus bookstore.,[]
"asus has done an outstanding job of evolving their netbooks, and i would recommend this to anyone who both understands their needs and how netbooks can fit them.","[('job', None), ('netbooks', None)]"
"so i called compaq, and after being on the phone for 3 hours, i finally got a replacement which i shouldn't have had a problem getting since it was under warranty.",[]
i just recently had to ship my laptop back to hp for repair.,"[('repair', None), ('laptop', None), ('hp', None)]"
i have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,"[('geek squad guys', None)]"
"another three weeks later i had my laptop back with a new mousepad, keys, and casing.","[('keys', None), ('casing', None), ('mousepad', None)]"
i have had my new macbook pro i5 for a couple of days and have recycled all of my old pc laptops.,"[('pc laptops', None), ('i5', None)]"
see when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,"[('operating system', None), ('stuff', None), ('trials', None)]"
"the only thing i wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.","[('thing', None), ('touchpad', None), ('16', None), ('button', None)]"
at first it's like you're in that honeymoon stage with your laptop.,[]
i didn't want to buy a generic brand computer but it is really nice.,"[('brand computer', None)]"
"after doing cad work all day at work, using a higher end pc, i couldn't come home and settle for the use of a lower end computer.","[('use', None)]"
"my laptop cost approximately $2,300 and died after only 2-years, 10-months and 18-days of use.",[]
"other thoughts: i love newegg, i recommend them to the world however this is just unacceptable.","[('thoughts', None)]"
my one complaint with this laptop is that i've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,"[('fuzz sound', None)]"
"update: two years after buying this laptop, i am now the proud owner of a lemon.",[]
i love it - never had a computer i was so impressed with - and i've had a lot of laptops and desktops - this one is far and above the best one i ever had before.,[]
"but to be honest, i don't use my computer for anything like graphics editing and complex data analysis and gaming.","[('computer', None)]"
and the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,"[('lot', None), ('performance', None), ('stuff', None)]"
"apple and quess what, you have to send the whole laptop in, too bad, so sad","[('laptop', None)]"
"might have to buy one for me now, since i use it all the time.",[]
i purchased it this year when my old hp laptop finally died and i was looking for something smaller and lighter than a laptop to carry around for classes and traveling.,"[('hp laptop', None), ('classes', None)]"
my husband purchased a laptop at the same time for about $300 less (he got a pc).,"[('time', None)]"
problem fixed which is great but there went another two weeks without my laptop at school.,[]
i bought this laptop the moment unibody product came to the market.,"[('product', None)]"
"in due course, i'll remove the hard disc from this new macbook pro and dump it where it belongs - in the trash.","[('course', None), ('disc', None), ('macbook pro', None)]"
"but with a way bigger screen, and is able to connect to an hdmi.","[('hdmi', None), ('way', None)]"
the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side.,"[('graphics', None)]"
"that being said, it still runs video in full screen decently.","[('screen', None)]"
i have had it for almost four years now and i have only had a few problems with it.,[]
i saved for this laptop for 3 months and i can tell you personally it was worth the wait.,"[('wait', None)]"
it has a overheating issue - nearly to the point of being dangerous.,[]
i have used different laptops in the past and i have to rate this one way above the rest.,"[('rest', None), ('laptops', None), ('way', None)]"
"4) laptop still did not work, blue screen within a week...","[('laptop', None), ('screen', None)]"
"never had a single problem, and don't have to worry about viruses.","[('viruses', None)]"
not to mention the fact that your mac comes fully loaded with all necessary basic programs.,"[('programs', None), ('fact', None)]"
"sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs, it probably comes out about even anyhow.","[('planet', None), ('pocket expense', None), ('fact', None), ('pcs', None)]"
"the best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant amount off the price.","[('price', None), ('thing', None), ('amount', None), ('computer', None), ('codes', None), ('components', None)]"
"i would rate this computer at 5 stars, but considering it has a short life span i can only give it 1 and implore anyone looking at laptops to stay away from this machine.","[('machine', None), ('computer', None), ('life span', None), ('stars', None)]"
i love how easy every thing is to do on my apple products.,"[('thing', None), ('apple products', None)]"
i am stuck with a laptop that i cannot do very much with.,[]
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.","[('load', None), ('41c', None), ('touchpad mode', None), ('-5 usb ports', None)]"
i have recently converted back to a mac and i couldn't be happier!,"[('mac', None)]"
it has been plagued with problems since the day i turned it on.,[]
"i'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and apple does, indeed, have the better idea.","[('things', None), ('apple', None), ('way', None)]"
"the laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.","[('text books', None), ('laptop', None), ('knapsack', None)]"
this computer was so challenging to carry and handle.,"[('computer', None)]"
it is much faster than my desktop which is a core2 quad running at 2.83 ghz.,[]
"called acer many times, they want me to pay the shipping to ship it to their repair center - i was very disappointed since it is a brand new computer!","[('shipping', None), ('repair center', None), ('times', None)]"
i was constantly having to roll back the computer after doing updates.,"[('computer', None), ('updates', None)]"
i have had to send in my laptop three times to get it fixed.,"[('laptop', None), ('times', None)]"
"it is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.","[('things', None), ('programs', None), ('system', None)]"
i had to pay $100 for a universal charger for this cheap $300 laptop.,"[('laptop', None), ('charger', None)]"
then after 4 or so months the charger stopped working so i was forced to go out and buy new hardware just to keep this computer running.,"[('hardware', None), ('computer running', None), ('charger', None)]"
"as usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (i could see them).","[('model netbooks', None), ('customer service center', None)]"
i will only buy apple laptops from now on.,"[('apple laptops', None)]"
it seemed to be a very nice laptop except i was not able to load my garmin gps software or microsoft office 2003.,"[('garmin', None)]"
"i had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.","[('computer', None)]"
a tip for people looking into this computer: do not buy it save up a bit more money and buy a computer that will last.,"[('tip', None), ('money', None)]"
"i was waiting for this model to be released since january, and have been holding off on buying a macbook pro until the new model came out.",[]
so i would not reccomend anyone buying this computer,[]
i think that anyone looking for a good durrable laptop then this is the way to go.,"[('laptop', None)]"
"also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.","[('sister', None), ('screen split', None), ('laptop', None)]"
it allows me to do everything i need from a computer and more.,[]
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","[('laptops', None), ('operating system', None), ('pc', None), ('mac osx', None)]"
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,"[('laptops', None), ('calculator number', None)]"
with notes saying they replaced the hard drive.,"[('drive', None)]"
i had to have these computers in my school.,"[('school', None), ('computers', None)]"
first i have been searching for long time before i decided to get mac.,"[('time', None), ('mac', None)]"
i was so excited when my dad said i could get a new laptop for my birthday.,"[('laptop', None), ('birthday', None)]"
we purchased this as a back up computer after our more expensive hp needed to be repaired.,"[('computer', None), ('hp', None)]"
bought notebook 07/2009.,[]
"the other day i had a presentation to do for a seminar at a large conference in town- lots of people, little time to prep and have to set up a computer to a projector, etc.",[]
sad very sad.,[]
i took it back for an asus and same thing- blue screen which required me to remove the battery to reset.,[]
"in the shop, these macbooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",[]
plus it is small and reasonably light so i can take it with me to and from work.,[]
i hate this one.,[]
"oh, boy!",[]
that's how frustrating it was.,[]
i can barely use any usb devices because they will not stay connected properly.,[]
when i finally had everything running with all my software installed i plugged in my droid to recharge and the system crashed.,[]
i shopped around before buying.,[]
"i also got the added bonus of a 30"" hd monitor, which really helps to extend my screen and keep my eyes fresh!",[]
would do business again.,[]
there are a few flaws as well that i noticed.,[]
i tried to upgrade it to a newer version a couple of months ago and i still have the same problem.,[]
:) in the past four years i've had it i have never once gotten a virus.,[]
"they were great in handling this problem, and i'm looking forward in purchasing additonal products from them in the future.",[]
"after numerous attempts of trying (including setting the clock in bios setup directly), i gave up(i am a techie).",[]
but it may be potentially hundreds or thousands in the near future.,[]
has met or exceeded my needs for a compact travel device.,[]
and this isn't just my one experine.,[]
i would highly recommend this one to my friends,[]
also kinda loud when the fan was running.,[]
"in desparation, i called their customer service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",[]
drivers updated ok but the bios update froze the system up and the computer shut down.,[]
at first!,[]
nightly my computer defrags itself and runs a virus scan.,[]
it's just as fast with one program open as it is with sixteen open.,[]
i love it!,[]
"a month or so ago, the freaking motherboard just died.",[]
"*2 weeks after giving the computer for repair*-called headquarters, they report that they have not looked at it yet but it is ""on the top of the stack"".",[]
i complain again...,[]
"if a website ever freezes (which is rare), its really easy to force quit.",[]
for 2 months.,[]
it's not like i have used for half a year and then complained about it.,[]
still trying to learn how to use it.,[]
"the reality was, it heated up very quickly, and took way too long to do simple things, like opening my documents folder.",[]
"then, within 5 months, the charger crapped out on me.",[]
"as of a couple weeks ago the middle portion of the laptop from top to bottom,,,about 4 inches across is hardly visible.",[]
"then hp sends it back to me with the hardware screwed up, not able to connect.",[]
"and if you do a lot of writing, editing is a problem since there is no forward delete key.",[]
also i typed faster then then letters would show and it got to be realy annoying.,[]
"i shipped out on saturday, july 17.",[]
i bought it for really cheap also and it's amazing.,[]
"acer has set me up with free recovery discs, when they are available since i asked.",[]
i eventually did the migration from my imac backup disc which uses usb.,[]
those things are very important - vital even!,[]
"-they say it will take ""up to two weeks"".",[]
i didn't like one thing about it.,[]
enabling the battery timer is useless.,[]
"yeah, to you.",[]
page just disapeared after you got yahoo or downloaded something.,[]
"there is no need to purchase virus protection for mac, which saves me a lot of time and money.",[]
"but we had paid for bluetooth, and there was none.",[]
"trying to balance all of my roles leaves very little time for me to do anything, so i want to manage my time i do have to be the most efficient.",[]
they had to replace the motherboard in april,[]
there is a little indent to help open it - but good luck with that.,[]
"also, i have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",[]
it was a great deal after all.,[]
gave phonenumber.,[]
oh my goodness-i am not a happy camper.,[]
i'm returning mine,[]
"i can render avchd movies with little effort, which was a problem for most pc's unless you had a quad core i7.",[]
it's a bummer and one out of five is being kind.,[]
you won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,[]
which i still use and have hooked up to my tv.,[]
it weighed like seven pounds or something like that.,[]
you may need to special order a bag.,[]
another two weeks later and it was back in my possession.,[]
"have purchased many products over the years from macconnection and this transaction, like all the others, we smoothly with no problems.",[]
i'm pleased.,[]
"with a healthy pessimism, i took the machine home and tried to find a flaw.",[]
"since i keyboard over 100 wpm, i look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",[]
"it gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",[]
"and then, a guy came out to serve me instead.",[]
breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,[]
i should have been more observant.,[]
"i wish it had a webcam though, then it would be perfect!",[]
it caught a virus that completely wiped out my hard drive in a matter of hours.,[]
would pay more for it if i had too!,[]
couldn't keep a page up you were working on!,[]
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it.,[]
i like to use it at the race track to handiecap the horse races.,[]
do a quick search on the internet see if im the only one.,[]
"i got it back and my built-in webcam and built-in mic were shorting out anytime i touched the lid, (mind you this was my means of communication with my fiance who was deployed) but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",[]
i was informed that i need to call some 0900 number first.,[]
"she brought out 2 other identical netbooks and still insist that ""it is like that one"".",[]
"i ordered through macmall, which saved me the sales tax i would have incurred buying locally.",[]
being virus-resistant is a huge plus.,[]
"by the way teachers, they offer a discount which helps!",[]
now he mows yards so he can earn the money for the wireless internet.,[]
it is held in place magnetically.,[]
taking it back to best buy i found that a tiny plastic piece inside had broken (manuf issue).,[]
the start menu is not the easiest thing to navigate due to the stacking.,[]
only thing i would want to add to this is an internal bluray read/write drive.,[]
"i loved it then, but unfortunately it was before the days of wireless internet.",[]
really like the textured surface which shows no fingerprints.,[]
"i had static in the output, and i had to reduce the sound output quality to ""fm"" as opposed to the default ""cd.",[]
it was a laugh too!,[]
i custom ordered the machine from hp and could not understand the techie due to his accent.,[]
it is a bit heavy.,[]
after trying to get some help he disconnected on me.,[]
"for the not so good, i got the stock screen - which is very glossy.",[]
buy this.,[]
very disappointing:,[]
the magnetic plug-in power charging power cord is great (i even put it to the test by accident)- excellent innovation!,[]
it can't get any better.,[]
"the other lock-up problems are from a myriad of causes, the most common being a corrupted version of appleworks which can render the browser useless.",[]
but i was wrong.,[]
no good.,[]
i always use a backup hard disk to store important files at all times.,[]
on my powerbook g4 i would never use the trackpad i would use an external mouse because i didn't like the trackpad.,[]
"with a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",[]
would buy 100 more of these if i could.,[]
it was shooting sparks!,[]
"i've had to call apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from vancouver) techs that walked me through the processes to help me.",[]
but sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,[]
the materials that came with the computer did not include the right # anywhere.,[]
that day!,[]
tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,[]
"since i never really got to use this, i can't comment on anything except what went wrong after trying 2 of them.",[]
buyers beware.,[]
"upon giving them the serial number the first thing i was told, was that it was out of warranty and i could pay to have it repaired.",[]
love it.,[]
"very dissappointed becase i have had toshibas for years, and never a issue.",[]
"when the computer has been on for several minutes, it will occasionaly just go off by itself.",[]
falls into the case.,[]
this is something i would deffinately reccomend to someone.,[]
that is my only complaint!,[]
"honestly, this is absolutely wonderful.",[]
i really wish i had done this years ago.,[]
"well, maybe i was just very unlucky.",[]
"for example, when my husband turns the light out while i'm on the computer.",[]
"once open, the leading edge is razor sharp.",[]
loaded with bloatware.,[]
"if you buy, pray you dont have major prolems.",[]
within 3 weeks the same issues started happening again.,[]
"well, they don't care a bunch.",[]
they have not sent a new one nor called.,[]
thinking about returning it,[]
i tried turning it done but it did nothing.,[]
i bought mine from apple store the day it was released as amazon didn't have it yet.,[]
i am very pleased with my purchase!,[]
sometimes you really have to tap the pad to get it to worki,[]
"however, i may have inadvertently thrown out one of the batteries with the shipping carton.",[]
love it so far.,[]
there is no need to open a program first and the cliick open or import.,[]
"in short, you could say your mac could become your best friend (no intention of replacing rover your dog).",[]
it was a bad experience but i played down its importance.,[]
i am currently out of town and called to inform them the broken part would be returned when i got back in town.,[]
returned laptop for a 4th repair and it came back but now would lock up and randomly reboot frequently making the laptop unusable.,[]
i wanted something that had a new intel core processors and hdmi port so that we could hook it up directly to our tv.,[]
"with today's company fighting over marketshare, its a shame that asus can get away with the inept staff answering thephone.",[]
other than that i don't have one complaint in the world!,[]
i bought for my son in the 2nd grade.,[]
this has happened three times so far.,[]
"i'm a professional consultant, and a client needed work on her machine.",[]
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",[]
"who knows what will happen later on when they dismantle the whole damn thing? so, i said i wanted a new set.",[]
"i connect a lacie 2big external drive via the firewire 800 interface, which is useful for time machine.",[]
"if you already own a 2009, 2010, or early 2011 model, you should wait until the next update.",[]
"so, i must say i am not a happy camper.",[]
"-called machouse amsterdam to ask for a temporary replacement, no answer.",[]
the aspire wont even boot past the acer screen with a droid (i have tried both motorola and htc) plugged into the usb port.,[]
i bought it during the recent comex it show.,[]
it fires up in the morning in less than 30 seconds and i have never had any issues with it freezing.,[]
it doesnt overheat or make any loud noises.,[]
look up recipes and keep it on the kitchen counter while i cook.,[]
i have had nothing but problems since the day i took it out of the box!,[]
it drives me crazy when i want to download a game or something of that nature and i can't play it because its not compatable with the software.,[]
i took it back for a full refund.,[]
this computer had exactly the specifications i needed.,[]
"where you click and hold and drag it picture, link, etc to where you want it.",[]
"i had upgraded my old macbook to lion, so i kind of knew what i was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",[]
i love to use it it is esay and light.,[]
i love it!,[]
the #1 reason that is always repeated.,[]
"unfortunately, that is not the case.",[]
anyways i bought this two months ago and when i first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,[]
no viruses!,[]
it was an all around waste of money for me.,[]
i worked in it retail sales before.,[]
it has everything you need to get the job done.,[]
"i feel that it was poorly put together, because once in a while different plastic pieces would come off of it.",[]
it cant fuction well with lots of webpages open at once.,[]
"finally, i should note that i took the 2gb ram stick from my old eeepc and installed it before i even powered on for the first time.",[]
its not bad just very very annoying.,[]
"well, maybe more like week one.",[]
"i believe i purchased this in dec 09 for my primary work laptop which is used 5-10 hours a day, 4-6 days a week.",[]
then on top of it all their cusromer service center is in the middle east.,[]
i liked the aluminum body.,[]
"i love the dock where i can simply drop a file ontop of a particular program, and the program will simply open that file.",[]
"sorry, newegg.",[]
originally bought it for my wife.,[]
"now,,,,,my monitor has been acting up for about 2 months.",[]
"buy it, love it, and i promise you won't regret it.",[]
"call tech support, standard email the form and fax it back in to us.",[]
they sent it back with a huge crack in it and it still didn't work.,[]
great overall.,[]
my smart phone is faster!,[]
i have full control at all times of what is going on - there is no control+alt+delete business anymore.,[]
not enough time for me to give it 5 stars!,[]
"so, buyers beware!",[]
"i have no idea how to burn cd's or to use the web cam, just for starters.",[]
definitely recommended!!!,[]
let me start with the good:so awesome.,[]
i had finally reached my limit and broke down.,[]
"for the bluetooth to work properly, you must install the launch manager on the drivers/applications dvd, or it will not show after the reload.",[]
everything is falling apart internally and externally.,[]
"it super shiny, so you can see the fingerprints easily.",[]
"it's not a wear-and-tear issue, not due to user carelessness and most importantly, they can't guarantee the problem will be solved if it is sent for service and i have to accept the outcome.",[]
its a dog plain and simple.,[]
oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,[]
they refuse.,[]
big mistake!,[]
i am just amazed.,[]
"i burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so i can place it there.",[]
i thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and i wouldn't have the same problems because it was updated.,[]
"also, hdd secures inside using rails, and there is only one set on the main hard drive.",[]
i also travel with it and it never gives me any problems.,[]
just don't waste your time and money on this.,[]
"i have a lapdesk which i can use, but i can still feel the heat through the foam and plastic.",[]
and its really cheap and you wont regret buying it.,[]
it was over rated!,[]
my sister has the same mac as me and she is in a band and uses garageband to record and edit.,[]
i wasn't really sure i wanted to spend that kind of money!,[]
"even with virus protection, it always turned off when updates were needed and installed.",[]
"they are wonderful, but very dangerous when it comes to emitting heat.",[]
"heck, if i had enough ' money, i would but it as a gift for someone.",[]
"even so, i like playing online games, so it was wonderful that there is a feature where i can dualboot windows.",[]
i have not have any problems.,[]
the nortons virus scan is only for a very short time unlike others that usually are good for a year.,[]
it is stamped and not in pieces therefore it is a stronger more resilient frame.,[]
"two, owning a 17 in.mac book gives the flexibility to sit anywhere you want without worry about bother anyone.",[]
sent unit back and it's been two months.,[]
came fully loaded - good.,[]
(i definatly can't).,[]
"files as well would become lost, deleted or corrupted.",[]
it is meant to be portable.,[]
my laptop worked again for just a while before i started having issues again.,[]
this is perfect for her field.,[]
taking it back less than 24 hours of purchase,[]
that's the downside for me.,[]
hopefully amazon will take this back.,[]
he can't stand it.,[]
"looking online, many people are having the same problem.",[]
theres a built in camera with special effects- for video and photography.,[]
i am able to play 720p and 1080p media files just fine with it.,[]
so think about factoring those things in when you purchase.,[]
everything was up and running within 15 minutes of unboxing.,[]
went silently.,[]
satisfy what i paid for it.,[]
so you don't get frustrated the first few weeks.,[]
"they said that my computer was covered on an extended warranty, and that products with extended warranties are taken care of through third parties and not sony itself anymore.",[]
and if u did.,[]
it was definelty a smart move.,[]
apparently they are defective since they are not securely attached.,[]
sure hope best buy will replace it asap.,[]
i babyed the heck out of it and i still do.,[]
just what the doctor ordered.,[]
i was taught to use photoshop and was amazed.,[]
i can hardly wait to see whats around the next corner.,[]
"i did a review on it, its awesome.",[]
with the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,[]
the computer could have been shipped by priority mail through the usps for the same cost and arrived by noon on tue.,[]
"the driver updates don't fix the issue, very frustrating.",[]
do your research on this issue.,[]
it has happened again and i'm being told that it's $175.,[]
no big deal.,[]
"mine came at $1,700 w/o a dvd burner (!).",[]
the dvd burner broke after burning 3 dvd'd during that time!,[]
but you must get the 15 inch.,[]
please make these!,[]
"again, the same problem, the right speaker did not work.",[]
this has been nothing but a headache since we purchased it.,[]
this was the 3rd day and part still had not been shipped.,[]
that being said after 2 weeks of owning every time i start it up now it gives me a black screen for 5-8 seconds stating pxe-e61 media test error check cable.,[]
"it's fun to take to a bookstore, sit in the coffee shop area, sign in to wifi and look up book reviews of books i might buy.",[]
"not super fancy, but not super expensive either.",[]
i had to call hp and ask for a recovery disk because the computer does not come with one and completely redo it all.,[]
i like those programs better than office and you can save your files to be completely compatible with the office programs as well.,[]
"when typing, letters and spaces are frequently omitted requiring the user to redo many words and sentences.",[]
"only a few days after i received the computer back, the screen froze again.",[]
it is not ideal for children because of the temp.,[]
"sounds like a typewriter, but if you can get past that, this is a great laptop for a little money!",[]
i or my dad paid over twenty four hundred dollars for everything.,[]
that includes transferring my music and movies.,[]
"took that one home, same thing.",[]
and it is impossible to get them back in.,[]
finally after months of research the discovered that they mailed it to a walmart and there probably would be no way to find the box.,[]
it's solid.,[]
"it lasted for many years of travel, kids and abuse and if i fired it up today, it would work.",[]
"it freezes, and it always shows that there is an error, so i have to restart it a few times every time i use it.",[]
"it is not even a year old yet, so i would definitely not recommend it to anyone.",[]
"newegg's rma service was great as always, i contacted them late friday night, and they issued me an rma number and a prepaid ups shipping label the very next morning on saturday.",[]
i'm very impressed.,[]
i spoke to 4 different people and was told they needed to transfer me to a 5th person!,[]
i recently purchased the mini and absolutely love it!,[]
"yes, i have it on the highest available setting.",[]
not to mention it has shit gigs.,[]
the case is carved out of a single block of aluminum.,[]
i bought this laptop and found its tab is not functioning.,[]
this thing is a lemon.,[]
"we now own two of these, identical.",[]
"once you go mac, you can't go back!",[]
the much lauded combined touch pad and clicker is a nightmare.,[]
"they're easy, fun, powerful and will last a long time.",[]
"if that is the case for you, i would suggest a pull-behind solution when looking at cases.",[]
i homeschool my kids and with this netbook next to my desk we get to teaching and illustrating without skipping a beat.,[]
i work with kids and they love making short videos on there.,[]
"it is very durable, i am pretty rough when it comes to electronics and it has taken it all with no reprecutions yet.",[]
instead it is sitting in west verginia waiting for ups to take two days to send me a box and two days for them to ship the computer some 691 miles by air? to louisville ky.,[]
i find myself using the 10-key more than i thought i would.,[]
fan noise: the fan made a constant hissing noise in the background.,[]
"i believe this is because i was more active than the average user, meaning i average about three ""tabs"".",[]
best buy rocks!,[]
a couple things you should know:,[]
all the yada-yada.,[]
""" this isn't a big deal, i haven't noticed the issue with dvds or other media, only through usb output.",[]
i love it!,[]
"i bought a logitech desktop set in anticipation for using with the mbp, but i use the touchpad 90% of the time.",[]
two of the times was in one month.,[]
"so needless to day, i'm not happy.",[]
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,[]
"although i was promised about 10 hours, i found myself to a limited 7 hours (which is still amazing).",[]
needless to say i told them no and have a nice day and hung up!,[]
"the only thing that can be updated is the video, other than that you're all set.",[]
it wasn't worth it.,[]
and i babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,[]
i had less problems.,[]
it will be returned in the state to which it was shipped michigan.,[]
but not in this case.,[]
i do not know for sure.,[]
every single one we've gotten we've had problems with.,[]
"(if you ever see the spinning beachball come up when you think it shouldn't, check the ""activity monitor"" app to see if the disk throughput has temporarily dropped to zero.",[]
about 1/2 of the sites i need to visit because of my work contain some type of flash.,[]
return it.,[]
that was a big mistake.,[]
"the processor went on me, the fan went and the motherboard went.",[]
